Track ID,Artist ID
1303,100
1304,109
1305,401
1306,330
1307,765
1308,563
1309,766
1310,767
1311,679
1312,768
1313,100
1314,2852
1314,2551
1314,805
1315,769
1316,770
1317,771
1318,846
1318,2997
1319,772
1320,773
1321,616
1322,774
1323,425
1324,775
1325,776
1326,61
1326,2481
1327,693
1328,777
1329,115
1330,778
1331,779
1332,780
1333,781
1334,178
1335,363
1336,715
1336,2998
1337,782
1338,783
1339,784
1340,785
1341,786
1342,787
1343,357
1344,788
1345,789
1346,790
1347,791
1348,792
1349,673
1350,54
1350,2520
1351,793
1352,425
1353,794
1354,856
1354,29
1355,408
1356,795
1357,796
1358,109
1359,797
1360,798
1361,799
1362,800
1363,278
1364,37
1365,248
1366,801
1367,104
1368,802
1369,490
1370,803
1371,501
1372,26
1373,804
1374,805
1375,806
1376,161
1377,408
1378,389
1379,584
1379,274
1380,737
1381,566
1382,807
1383,253
1384,808
1385,809
1386,810
1387,2959
1387,2861
1387,2999
1387,115
1388,210
1389,196
1390,189
1390,1758
1391,811
1392,3000
1392,3001
1392,1891
1393,812
1394,29
1395,813
1396,814
1397,815
1398,413
1399,95
1400,816
1401,817
1402,389
1403,818
1404,819
1405,218
1406,820
1407,821
1408,175
1409,154
1410,822
1411,823
1412,519
1413,824
1414,643
1415,825
1416,364
1417,1377
1417,1587
1418,187
1419,826
1420,827
1421,828
1422,3002
1422,3003
1423,829
1424,669
1424,1927
1425,830
1426,2924
1426,3004
1427,362
1428,831
1429,61
1430,832
1431,833
1432,525
1433,3005
1433,3006
1433,2880
1434,33
1435,834
1436,597
1437,835
1438,836
1439,128
1440,837
1441,838
1442,839
1443,636
1444,1775
1444,3007
1444,3008
1445,1261
1445,679
1446,149
1446,300
1447,722
1448,195
1449,840
1450,126
1451,339
1452,504
1452,178
1453,504
1454,841
1455,728
1456,842
1457,843
1458,14
1459,844
1460,50
1461,313
1462,219
1463,845
1464,496
1465,235
1466,846
1467,847
1468,848
1469,849
1470,496
1471,804
1472,850
1473,2903
1473,3009
1474,851
1475,386
1476,728
1477,311
1478,512
1479,852
1480,853
1481,731
1482,119
1483,854
1484,435
1485,93
1486,855
1487,185
1488,856
1489,857
1490,858
1491,859
1492,309
1493,743
1493,1148
1494,860
1495,468
1496,191
1497,861
1498,862
1499,863
1500,864
1501,865
1502,132
1503,792
1504,161
1505,866
1506,867
1507,868
1508,28
1509,869
1510,731
1511,870
1512,626
1513,871
1514,872
1515,608
1516,455
1517,235
1518,873
1519,874
1520,311
1521,711
1522,29
1523,875
1524,803
1524,1354
1525,144
1526,876
1527,52
1528,376
1529,877
1530,660
1531,722
1532,805
1532,3010
1532,236
1532,3011
1533,438
1534,878
1535,879
1536,61
1537,880
1538,881
1539,120
1540,882
1541,883
1542,792
1543,884
1544,125
1545,126
1546,252
1547,3012
1547,1225
1548,885
1549,1954
1549,304
1550,73
1550,2923
1551,368
1552,886
1553,26
1554,723
1554,3013
1555,46
1556,873
1557,368
1557,2458
1558,2208
1558,3014
1559,3015
1559,3016
1560,887
1561,888
1562,889
1563,101
1564,263
1565,2861
1565,814
1566,890
1567,27
1568,493
1569,891
1570,892
1571,893
1572,124
1573,388
1574,3017
1574,309
1575,438
1576,530
1577,501
1578,677
1579,1291
1579,280
1580,894
1581,895
1582,896
1583,587
1584,376
1585,897
1586,898
1587,677
1588,899
1589,900
1590,901
1591,348
1592,7
1593,802
1594,902
1595,903
1596,904
1597,905
1598,906
1599,907
1600,908
1601,249
1602,142
1603,552
1604,909
1605,1337
1605,2271
1606,552
1607,910
1608,138
1609,1012
1609,3018
1609,3019
1610,911
1611,671
1612,912
1613,913
1614,914
1615,915
1616,916
1617,643
1618,917
1619,814
1620,2825
1620,2371
1620,2883
1621,469
1622,918
1623,919
1624,2825
1624,1524
1625,597
1626,920
1627,7
1628,921
1629,31
1630,72
1631,922
1632,752
1632,1444
1633,417
1634,923
1635,924
1636,925
1637,719
1638,802
1639,2831
1639,2832
1640,662
1641,538
1642,926
1643,1767
1643,568
1643,3020
1644,345
1645,636
1646,3021
1646,2863
1646,2864
1647,927
1648,586
1649,443
1650,137
1651,3022
1651,2409
1652,61
1653,217
1653,3023
1654,928
1655,929
1656,930
1657,355
1658,931
1659,805
1659,1165
1660,348
1661,932
1662,933
1663,934
1664,695
1665,425
1666,276
1667,382
1668,935
1669,821
1669,3024
1670,1
1671,936
1672,937
1673,879
1674,581
1675,938
1676,669
1677,802
1678,474
1678,3025
1679,939
1680,409
1681,684
1682,940
1683,418
1684,941
1685,942
1686,219
1687,161
1688,814
1689,943
1690,944
1691,945
1692,318
1693,809
1694,197
1695,946
1696,947
1697,948
1698,525
1699,896
1700,294
1700,1539
1701,949
1702,950
1703,951
1704,192
1705,317
1706,199
1707,533
1708,952
1709,62
1710,953
1711,545
1712,587
1713,1819
1713,3026
1714,552
1715,175
1716,954
1717,438
1718,955
1719,956
1720,917
1721,957
1722,958
1723,54
1724,959
1725,960
1726,961
1727,1271
1727,2824
1728,520
1729,962
1730,294
1731,963
1732,926
1733,438
1734,197
1735,244
1736,784
1737,479
1738,964
1739,520
1740,965
1741,630
1742,966
1743,967
1744,968
1745,969
1746,970
1747,217
1748,971
1749,972
1750,973
1751,185
1752,821
1752,802
1753,559
1753,849
1754,974
1755,178
1756,738
1757,975
1758,3027
1758,2861
1758,2999
1758,2960
1759,976
1760,977
1761,978
1762,2866
1762,2389
1762,2867
1763,979
1764,980
1765,251
1765,3028
1765,3029
1766,3030
1766,3031
1766,3032
1766,3033
1767,154
1768,413
1769,172
1770,821
1770,251
1771,981
1772,982
1773,854
1774,983
1775,984
1776,985
1777,102
1778,986
1779,987
1780,395
1781,333
1782,59
1782,646
1783,185
1784,988
1785,650
1786,185
1787,989
1788,990
1789,991
1790,992
1791,993
1792,994
1793,1751
1793,3034
1794,995
1795,996
1796,997
1797,306
1798,998
1799,862
1800,834
1801,588
1802,999
1803,592
1804,984
1805,1000
1806,1001
1807,1725
1807,2358
1808,194
1809,1002
1810,269
1811,668
1812,192
1813,219
1814,2854
1814,606
1815,1003
1816,1004
1817,1005
1818,1006
1819,591
1820,1007
1821,1008
1822,689
1823,1009
1824,1010
1825,1011
1826,1012
1827,1013
1828,95
1829,253
1830,2931
1830,586
1831,385
1832,484
1833,1014
1834,695
1835,750
1836,605
1836,3035
1837,1015
1838,1016
1839,1017
1840,792
1841,346
1842,149
1843,1018
1844,1019
1845,1020
1846,1021
1847,1022
1848,1590
1848,3036
1849,399
1850,477
1851,788
1852,577
1853,487
1854,435
1855,849
1855,3037
1855,2755
1856,1023
1857,1024
1858,1025
1859,7
1860,1026
1861,552
1862,3038
1862,3039
1863,368
1863,3040
1864,117
1865,7
1866,1027
1867,1028
1868,1029
1869,1030
1870,805
1871,217
1872,1031
1873,1032
1874,174
1875,694
1876,1093
1876,1368
1877,1009
1877,485
1878,1033
1879,80
1880,596
1881,1034
1882,1035
1883,269
1884,113
1884,3041
1885,1036
1886,1271
1886,3042
1887,586
1888,479
1889,1037
1890,100
1891,525
1892,2855
1892,803
1893,1038
1894,3043
1894,3044
1895,1039
1896,140
1897,413
1898,1040
1899,2109
1899,3045
1900,1041
1901,586
1902,1042
1903,62
1904,1524
1904,3035
1905,23
1906,55
1907,2993
1907,1598
1908,1043
1909,1044
1910,1045
1911,205
1912,1043
1913,313
1914,1046
1915,1047
1916,1048
1917,1049
1918,1050
1919,1051
1920,1052
1921,2505
1921,3046
1922,301
1923,1053
1924,499
1924,2099
1925,780
1926,115
1927,126
1928,2852
1928,548
1929,1054
1930,327
1931,178
1932,606
1933,339
1934,1813
1934,253
1935,1055
1936,1056
1937,375
1938,2852
1938,137
1938,2590
1939,910
1940,1057
1941,1058
1942,796
1943,1059
1944,630
1945,2436
1945,474
1946,166
1947,993
1948,381
1949,219
1950,1060
1951,1061
1952,1062
1953,1063
1954,1064
1955,199
1956,172
1957,2909
1957,176
1958,1012
1959,334
1960,1065
1961,20
1962,1066
1963,305
1964,1067
1965,2497
1965,3047
1966,160
1967,570
1968,1068
1969,1063
1970,124
1971,242
1972,376
1973,416
1973,2839
1974,154
1975,392
1976,34
1977,1069
1978,269
1979,1070
1980,718
1981,1071
1982,1072
1983,3048
1983,285
1984,716
1985,274
1985,1093
1986,274
1986,889
1987,1073
1988,524
1989,1074
1990,1075
1991,484
1992,1076
1993,450
1994,3049
1994,348
1995,1077
1996,29
1996,3050
1997,576
1998,126
1999,33
2000,1078
2001,958
2001,559
2002,1019
2002,3051
2003,1079
2004,179
2005,3052
2005,3053
2006,1080
2007,576
2008,1081
2009,1082
2010,1083
2011,3054
2011,3055
2011,2901
2012,1084
2013,1085
2014,1086
2015,1368
2015,849
2016,672
2017,1087
2018,805
2019,513
2020,1088
2021,646
2021,2825
2022,1089
2023,719
2024,62
2024,3056
2024,2526
2025,883
2026,3057
2026,3058
2027,1090
2028,1091
2029,1092
2030,581
2031,1093
2032,957
2033,469
2034,530
2035,1062
2036,346
2037,1094
2038,2852
2038,113
2039,1095
2040,304
2041,1096
2042,1097
2043,115
2043,2321
2044,692
2045,984
2046,275
2047,1098
2048,265
2049,1099
2050,113
2051,3059
2051,2460
2051,2551
2052,1100
2053,1101
2054,235
2055,725
2056,1102
2057,16
2058,477
2059,1103
2060,1104
2061,196
2062,605
2063,643
2064,178
2065,27
2066,555
2067,758
2068,469
2069,291
2070,1105
2071,716
2072,679
2073,1027
2074,1106
2075,1107
2076,1108
2077,1109
2078,570
2079,1110
2080,878
2081,1111
2082,247
2083,1112
2084,31
2085,113
2086,1113
2087,1114
2088,632
2089,1115
2090,548
2090,217
2091,1116
2092,726
2092,3060
2093,1098
2094,239
2095,1117
2096,890
2097,289
2098,581
2099,1118
2100,2825
2100,2371
2100,2883
2101,1119
2102,1120
2103,1121
2104,3061
2104,3062
2105,1052
2106,4
2107,411
2108,737
2109,2375
2109,3063
2110,855
2111,115
2112,1063
2113,646
2114,637
2115,1122
2116,1123
2117,2753
2117,3064
2118,1124
2119,62
2120,1125
2121,2855
2121,1261
2122,1126
2123,994
2124,835
2124,3065
2125,115
2125,501
2126,1127
2127,29
2127,104
2128,1128
2129,1129
2130,347
2131,646
2132,1130
2133,717
2134,687
2135,1131
2136,119
2137,438
2138,820
2139,1132
2140,32
2141,3066
2141,3067
2141,115
2142,814
2142,482
2143,99
2144,849
2144,2813
2145,2931
2145,586
2146,215
2147,3068
2147,3069
2148,503
2149,1030
2150,1133
2151,1134
2152,104
2153,410
2154,608
2155,1135
2156,696
2157,2902
2157,397
2157,776
2158,3070
2158,3071
2159,519
2160,313
2161,1082
2162,630
2163,2987
2163,1093
2164,1136
2165,1137
2166,1138
2167,61
2167,1725
2168,3072
2168,3073
2169,576
2170,1139
2171,1140
2172,33
2173,1122
2173,559
2174,1141
2175,695
2176,1142
2177,1143
2178,470
2179,1144
2180,483
2181,595
2182,306
2183,1145
2184,1146
2185,199
2186,3074
2186,3075
2187,1147
2188,239
2189,254
2189,1377
2190,586
2191,113
2192,612
2193,616
2194,117
2195,244
2196,702
2197,1337
2197,776
2198,646
2199,1148
2200,1149
2201,1150
2202,1151
2203,1152
2204,411
2205,73
2206,151
2207,1153
2208,1154
2209,1155
2210,1156
2211,3076
2211,3077
2212,713
2213,1157
2214,104
2215,2852
2215,2890
2215,2891
2216,1125
2217,550
2218,1158
2219,269
2220,1159
2221,1160
2222,633
2223,2855
2223,581
2223,3078
2224,1161
2225,3079
2225,630
2225,646
2226,985
2226,598
2227,839
2228,192
2229,1162
2230,3080
2230,3081
2231,1163
2232,1164
2233,410
2234,612
2235,126
2236,187
2237,1165
2238,1166
2239,679
2240,616
2241,479
2242,835
2242,318
2243,1167
2244,115
2245,317
2246,347
2247,594
2248,507
2249,1168
2250,646
2251,714
2252,66
2253,1169
2254,1170
2255,721
2256,1171
2257,2852
2257,3082
2258,1172
2259,1173
2260,1174
2261,144
2262,3083
2262,529
2263,1175
2264,1176
2265,1177
2266,330
2267,1178
2268,927
2269,1179
2270,269
2271,1180
2272,2855
2272,306
2273,1796
2273,3084
2274,1181
2275,1134
2276,548
2277,1182
2278,1183
2279,1184
2280,551
2281,1185
2282,2726
2282,1677
2283,51
2283,3085
2284,806
2284,3086
2285,572
2286,1758
2286,465
2287,179
2288,1186
2289,803
2290,1187
2291,1188
2292,198
2293,1189
2294,244
2295,1151
2296,485
2297,1190
2298,1191
2299,209
2300,1192
2301,33
2302,264
2303,1193
2304,1194
2305,2099
2305,1156
2306,928
2307,465
2307,2852
2308,2852
2308,805
2309,545
2310,1195
2311,520
2312,563
2313,156
2314,551
2315,1196
2316,254
2317,235
2318,253
2319,849
2320,1039
2320,3087
2321,1197
2322,357
2323,1198
2324,178
2325,1199
2326,256
2327,3088
2327,865
2328,144
2329,1200
2330,545
2331,92
2332,1201
2333,80
2334,1202
2335,1203
2336,1204
2337,2208
2337,3014
2338,925
2339,1205
2340,165
2341,115
2342,1206
2343,355
2344,1207
2345,327
2346,1114
2347,209
2347,1121
2348,1208
2349,100
2350,1209
2351,75
2352,715
2352,3089
2353,895
2353,2206
2354,697
2355,1210
2356,178
2357,952
2358,3090
2358,653
2359,519
2360,1211
2361,933
2362,1212
2363,1213
2364,3091
2364,3092
2365,117
2366,3093
2366,2943
2367,1214
2368,144
2369,117
2370,1215
2371,2866
2371,2389
2371,2867
2372,1758
2372,3094
2373,33
2373,3095
2374,574
2375,54
2376,1216
2377,235
2378,1217
2379,781
2380,421
2381,479
2382,1117
2383,219
2384,128
2385,1218
2386,409
2387,837
2388,71
2389,1219
2390,623
2391,957
2391,3096
2392,1220
2393,1221
2394,1222
2395,1223
2396,646
2397,1224
2398,253
2399,1225
2400,588
2401,1226
2402,1227
2403,1195
2404,241
2405,1228
2406,73
2407,488
2408,298
2409,175
2410,166
2411,529
2412,372
2413,102
2414,853
2415,7
2416,1229
2417,1230
2418,1231
2419,1232
