"Track ID","Track Name","Album ID","Artist ID(s)","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","ISRC","Label","Spotify ID"
"1784","Let It Be Me","1668","988","160358","","False","0","0.35","0.349","7","-10.405","1","0.0266","0.767","0.0545","0.101","0.256","92.694","4","GBRKQ2017039","Planet Blue Records","00EFiTY9J25JGmLPp7zF6F"
"1785","And The Boys","1669","650","249893","https://p.scdn.co/mp3-preview/1dd1d96f463efb963c061faad1a0a8dffaee7120?cid=9950ac751e34487dbbe027c4fd7f8e99","False","38","0.791","0.42","5","-8.905","0","0.0285","0.558","0.0173","0.129","0.507","99.882","4","AUAP10900002","Capitol","6HIElrRO0GdlFZB54iVyiI"
"1786","Say It Isn't So","1670","185","213333","https://p.scdn.co/mp3-preview/4dc869b04c68862e43902e496661ab881c226f63?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.454","0.805","7","-4.946","1","0.0311","0.0225","0.0","0.358","0.586","91.267","4","USIR20000162","Universal Music Group","4Z0pQEQKDRjtSUBSBrZTHP"
"1787","I Hear You Knocking","1671","989","167786","https://p.scdn.co/mp3-preview/79e119cb5f559d5e7a46d92840ee711e71195570?cid=9950ac751e34487dbbe027c4fd7f8e99","False","31","0.528","0.445","6","-12.075","0","0.0482","0.0198","0.000384","0.0766","0.97","206.361","4","GBAYE7100063","Parlophone UK","4jrEJvfSn7kJcZR4oD7VGo"
"1788","Manic Monday","1672","990","186333","https://p.scdn.co/mp3-preview/d1942c0b481d4c567ca6dff9da63a73e7f8e0be5?cid=9950ac751e34487dbbe027c4fd7f8e99","False","52","0.682","0.616","2","-10.38","1","0.0293","0.372","6.81e-06","0.164","0.83","121.63","4","AUMU08600001","WM Australia","084PXFhuurZHjsjgdwQci6"
"1789","Sharp Dressed Man - 2008 Remaster","1673","991","258026","https://p.scdn.co/mp3-preview/d4f6bb9a03b4412530d731ce7a1f2afbb58ef4a5?cid=9950ac751e34487dbbe027c4fd7f8e99","False","20","0.601","0.859","5","-5.263","1","0.0276","0.000359","0.00124","0.0871","0.446","125.145","4","USWB10702682","Rhino/Warner Records","1UBQ5GK8JaQjm5VbkBZY66"
"1790","New Thang","1674","992","226800","https://p.scdn.co/mp3-preview/c377606c762e2ecf1e483235306e215b857b8b71?cid=9950ac751e34487dbbe027c4fd7f8e99","False","57","0.743","0.841","0","-5.189","1","0.0391","0.0156","0.0","0.133","0.814","100.003","4","TCABZ1405080","Party Rock Records","4PVm8e67skz8B8wiJP2kwk"
"1791","Shine","1675","993","255506","https://p.scdn.co/mp3-preview/b4250607a077ff9f9324f7cf816d77ee222c9cdb?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.662","0.732","1","-5.22","0","0.0357","0.211","0.0","0.102","0.431","108.003","4","GBUM71501271","Universal Music Group","3ISw0ZbIocgoNoxu7cpTUl"
"1792","Stop Your Fussin'","1676","994","280706","https://p.scdn.co/mp3-preview/dd4213e8b48d83c7be42377049c5cbf335a843fc?cid=9950ac751e34487dbbe027c4fd7f8e99","False","41","0.815","0.514","5","-13.734","1","0.0349","0.183","2.13e-06","0.0949","0.811","118.299","4","USAM18800969","A&M","2CBSaKuKgKCa40jEbitmcv"
"1793","Here Without You","1677","1751, 3224","235640","https://p.scdn.co/mp3-preview/ba8ccf6b61f2b5929fa0528820e90e2406a6593f?cid=9950ac751e34487dbbe027c4fd7f8e99","False","51","0.469","0.67","10","-4.604","0","0.027","0.00815","0.0","0.132","0.158","144.045","4","USUM71213126","Universal Records","135cNW8kQtiTId7qcsJfVC"
"1794","Help I'm Alive","1678","995","285920","https://p.scdn.co/mp3-preview/9d6055495c172a3ceffd26767d1eba6a29b32e0b?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.565","0.877","5","-4.561","0","0.0614","0.00813","0.00251","0.26","0.389","118.484","4","CARB70901901","Metric Music International","1z4xjDLLWJgG48Bn8OCxZv"
"1795","Love Is Like Oxygen","1679","996","256920","https://p.scdn.co/mp3-preview/43246f8905fd6e20883c2b7bdba6382e8a07be4a?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.544","0.817","9","-5.424","0","0.0873","0.484","0.0","0.204","0.412","124.976","4","GBHMX1443508","Angel Air","16Juy52x1pHGR13JubZtUz"
"1796","Bright Lights Bigger City","1680","997","218280","https://p.scdn.co/mp3-preview/2471399138037a8c4d297781931683fadca1a7ae?cid=9950ac751e34487dbbe027c4fd7f8e99","False","48","0.632","0.749","4","-5.125","1","0.0294","0.000282","1.31e-05","0.73","0.702","108.994","4","USAT21002307","Radiculture/Elektra","7kPYMrNaz5UTih75OfjTIV"
"1797","Natural","1681","306","189466","https://p.scdn.co/mp3-preview/e375c82aba995cc3a35b8c2428696f00ef07e5a7?cid=9950ac751e34487dbbe027c4fd7f8e99","False","80","0.704","0.611","2","-6.112","1","0.041","0.217","0.0","0.0812","0.22","99.994","4","USUM71806694","Kid Ina Korner / Interscope","2FY7b99s15jUprqC0M5NCT"
"1798","Please Don't Go","1682","998","210580","https://p.scdn.co/mp3-preview/f235bc61d3d1a5c27c975b9857cff3c5c79db464?cid=9950ac751e34487dbbe027c4fd7f8e99","False","65","0.513","0.768","4","-4.868","0","0.0587","0.0118","1.94e-05","0.294","0.235","84.264","4","AUZN31500442","Will Walker Records, LLC","3cNjgVBKTJ1SvKhunrCdVy"
"1799","My Happiness","1683","862","276706","https://p.scdn.co/mp3-preview/2162bc46117da76c69fdf3c25ef2372264913c4d?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.447","0.809","0","-5.431","1","0.0295","0.00193","0.0","0.363","0.505","85.885","4","AUUM00010045","Universal Music Group","251PhjPNakilcDWfUXCo2Y"
"1800","Breakin' In A Brand New Broken Heart","1357","834","156893","https://p.scdn.co/mp3-preview/a49e6bbfb5f35457660b16cc51fd44f83bf3add6?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.256","0.163","0","-9.856","1","0.0297","0.754","0.0","0.135","0.261","83.139","4","USF096100270","Polydor","1f21MoeMJNbGkhaM6rnvWD"
"1801","That's All You Gotta Do","1684","588","145480","https://p.scdn.co/mp3-preview/30a66824d7a02c341dd71770f01e573f3a571826?cid=9950ac751e34487dbbe027c4fd7f8e99","False","14","0.587","0.65","1","-5.732","1","0.0283","0.381","1.01e-06","0.105","0.96","98.137","4","DEG320701716","10TEN MEDIA","71kj6vbwfqjThqsDxhtYPE"
"1802","Nothing's Gonna Stop Us Now","1685","999","270333","https://p.scdn.co/mp3-preview/a17faa3145693e235f6eaddd17debde84dd503eb?cid=9950ac751e34487dbbe027c4fd7f8e99","False","78","0.643","0.802","6","-4.92","1","0.0227","0.0299","0.0","0.0719","0.53","95.99","4","USRC18702968","Rhino","3X7uFMzJrEE0sxn62qd8Ch"
"1803","And We Danced","1686","592","227760","https://p.scdn.co/mp3-preview/12f138c4f1fec405b6f386a48b419d2c4d6bba81?cid=9950ac751e34487dbbe027c4fd7f8e99","False","54","0.561","0.945","9","-6.086","1","0.0444","0.0869","0.0","0.22","0.723","145.781","4","USSM10105640","Columbia/Legacy","5xkNd7kCRmjT2DxSAYVVyC"
"1804","How To Make Gravy","1661","984","267306","https://p.scdn.co/mp3-preview/ffcc6e0ee886c9f882b8d8049bfbb164893567a5?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.396","0.735","4","-5.983","1","0.0357","0.0552","0.0","0.245","0.36","94.646","4","AUYP00820021","Universal Music Australia Pty. Ltd.","5XSwdC5vHtheRRrMmGoEVV"
"1805","Anaconda","1687","1000","260239","https://p.scdn.co/mp3-preview/6bc615b589c833affd4ad11de627ec4048191c4c?cid=9950ac751e34487dbbe027c4fd7f8e99","True","65","0.964","0.605","9","-6.223","1","0.179","0.0668","7.78e-06","0.214","0.646","129.996","4","USCM51400260","Nicki Minaj/Cash Money","5eqiMMbaeUZ32Q7sS00H35"
"1806","Nothing Else Matters","1688","1001","388733","https://p.scdn.co/mp3-preview/05659fbb6426fc9ecc7e08cf86b049226190578d?cid=9950ac751e34487dbbe027c4fd7f8e99","False","1","0.558","0.364","4","-11.258","0","0.0265","0.0505","5.02e-06","0.0753","0.17","142.171","3","USEE10001999","Blackened Recordings","3ZFwuJwUpIl0GeXsvF1ELf"
"1807","WAP (feat. Megan Thee Stallion)","1689","1725, 2358","187541","https://p.scdn.co/mp3-preview/acba51689bcd1c70362e83e5fdf16085c9e3c713?cid=9950ac751e34487dbbe027c4fd7f8e99","False","44","0.934","0.443","1","-7.541","1","0.41","0.0272","0.0","0.0889","0.359","133.026","4","USAT22005344","Atlantic/KSR","051wt8AyLFgYnVuberd3vO"
"1808","Tell Her About It","1690","194","229133","https://p.scdn.co/mp3-preview/a3a719c4addd8e241976cdebef09dc30afcde3ac?cid=9950ac751e34487dbbe027c4fd7f8e99","False","32","0.566","0.892","8","-5.209","1","0.159","0.00683","0.0","0.487","0.751","183.216","4","USSM18300272","Columbia","0RfdoNWHJbZxAI3sOWS8Q7"
"1809","I've Been Everywhere","1691","1002","165693","https://p.scdn.co/mp3-preview/af2a7d794cb034ba4294c146aa069268297e760f?cid=9950ac751e34487dbbe027c4fd7f8e99","False","25","0.387","0.579","6","-11.162","1","0.0397","0.896","0.0131","0.153","0.922","119.788","4","USRN16200004","RCA Records Label Nashville","59KLbEPx6oU0fdwtTVaQAw"
"1810","No Sense - 2011 Remastered","1692","269","177285","https://p.scdn.co/mp3-preview/98da11c5d12c55062ced816a620f19df33e14648?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.642","0.933","2","-3.241","1","0.0306","0.00549","0.0123","0.262","0.51","106.241","4","AUU741100129","Universal Music Australia & New Zealand Distribution","6qHqlEnaEEMI7wb9vX3xoC"
"1811","And She Was - 2005 Remaster","1693","668","219413","https://p.scdn.co/mp3-preview/513ceda2bd365c2e1150a411ebea1c6523d49d8b?cid=9950ac751e34487dbbe027c4fd7f8e99","False","22","0.697","0.846","9","-5.471","1","0.03","0.0059","0.0256","0.0967","0.973","126.475","4","GB01A0500072","Parlophone UK","6cjnQ5qScBXR98RxKWwjqW"
"1812","Fly Away","1694","192","178156","https://p.scdn.co/mp3-preview/e5f11e7c8b0fafe7136a7596f35c447cc0f5f580?cid=9950ac751e34487dbbe027c4fd7f8e99","False","46","0.805","0.515","4","-6.201","1","0.0915","0.223","0.0","0.238","0.488","124.969","4","USAT22006865","Sony Music Entertainment","1jgu8MFTEGdL1wjw9gZj5y"
"1813","When I Need You","1580","219","253533","https://p.scdn.co/mp3-preview/2ae1fcb73eb5e196fd5eaf2653a7daf8f74728da?cid=9950ac751e34487dbbe027c4fd7f8e99","False","46","0.618","0.183","8","-16.619","1","0.0431","0.831","6.23e-05","0.0935","0.16","109.75","3","AUWA01000610","WM Australia","4GBfMdLT6EFDNGjk03S78s"
"1814","Symphony (feat. Zara Larsson)","1695","2820, 606","212459","https://p.scdn.co/mp3-preview/de52d824478549b51de6aeeb0077b00c5f0e2ead?cid=9950ac751e34487dbbe027c4fd7f8e99","False","76","0.707","0.629","0","-4.581","0","0.0563","0.259","1.6e-05","0.138","0.457","122.863","4","GBAHS1700199","Atlantic Records UK","1x5sYLZiu9r5E43kMlt9f8"
"1815","Black Hole","1696","1003","200523","https://p.scdn.co/mp3-preview/ad960011900cd757b5012f24bbf39f0ab95a343c?cid=9950ac751e34487dbbe027c4fd7f8e99","False","50","0.878","0.64","0","-5.641","1","0.0591","0.142","0.0","0.0981","0.658","124.069","4","GBAHT2001109","Warner Records","6xw8ld1ztoCKifwTN6uGDq"
"1816","Death","1697","1004","301213","https://p.scdn.co/mp3-preview/9b6a808bc37ec6612b7bb5648886d86479d66298?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.454","0.832","7","-5.649","1","0.0343","0.000451","0.0188","0.076","0.228","135.087","4","GBUM70811880","Polydor Records","3oqBOAsqRMKUHc8MGx4o72"
"1817","Portsmouth","1698","1005","121226","https://p.scdn.co/mp3-preview/45fd4fed93577215af7beadb577e8f3458f79339?cid=9950ac751e34487dbbe027c4fd7f8e99","False","36","0.552","0.427","0","-10.782","1","0.0425","0.807","0.525","0.179","0.844","97.367","4","GBUM70904440","UMC (Universal Music Catalogue)","55lrWl9QxmDf76ddTibZZs"
"1818","S.O.B.","1699","1006","247613","https://p.scdn.co/mp3-preview/e601f9dcb786f694be66d0d6d69f1ac3faef537b?cid=9950ac751e34487dbbe027c4fd7f8e99","True","64","0.699","0.579","1","-6.504","1","0.0416","0.267","0.00602","0.452","0.128","109.948","4","USC4R1503363","Stax","1VPUpUwtbpoRVXt0txVU0w"
"1819","One Way Road","1700","591","185933","https://p.scdn.co/mp3-preview/fa4c2c0d3250481b73a3298f9d371f1ca7427316?cid=9950ac751e34487dbbe027c4fd7f8e99","False","32","0.625","0.958","7","-5.37","1","0.0498","0.131","1.98e-05","0.127","0.768","115.887","4","AUFC00900009","Jarrah Records","2e0SygpHg2JZnS6Z4dX3M8"
"1820","Always Where I Need To Be","1701","1007","161720","https://p.scdn.co/mp3-preview/518e567e42a0fb5c50c1a80e8a2d5e736eb26644?cid=9950ac751e34487dbbe027c4fd7f8e99","False","24","0.331","0.961","11","-4.627","1","0.0663","0.000146","0.0","0.322","0.882","168.355","4","GBAAA0800033","Virgin Records Ltd","1Oli6wankA3Dc3Z272v0r8"
"1821","Barbados","1702","1008","255506","https://p.scdn.co/mp3-preview/b9f30ab082271727b59e1e560b8cb64d05439a29?cid=9950ac751e34487dbbe027c4fd7f8e99","False","18","0.689","0.634","0","-12.602","1","0.0327","0.04","2.06e-05","0.0834","0.941","112.943","4","AUMU08500023","WM Australia","3oQgTf0m4G725oBxu6rrh4"
"1822","Kids","1084","689","302840","https://p.scdn.co/mp3-preview/efb065069d22384206b0fc703c6f99734d33411d?cid=9950ac751e34487dbbe027c4fd7f8e99","False","77","0.451","0.931","9","-3.871","1","0.0719","0.00076","0.0049","0.361","0.172","122.961","4","USSM10702135","Red Ink/Columbia","1jJci4qxiYcOHhQR247rEU"
"1823","Dance Wiv Me","1703","1009","204093","https://p.scdn.co/mp3-preview/c6032663d7dcb8d06f450c4f4be760331a8a4df7?cid=9950ac751e34487dbbe027c4fd7f8e99","True","0","0.878","0.746","11","-4.281","1","0.0451","0.0476","0.0","0.154","0.792","111.996","4","GBWHS0800003","Liberator Music","1d6vQqkVFIAyYTARdO7Ms2"
"1824","Santa Monica","1704","1010","191506","https://p.scdn.co/mp3-preview/bce6751cbb9c15064c65902e79a224512d9da052?cid=9950ac751e34487dbbe027c4fd7f8e99","False","67","0.491","0.942","7","-5.333","1","0.109","0.156","0.0","0.367","0.398","100.441","4","USCA29500185","Capitol Records","37EJtTS7jT5WUyXGZzrwnI"
"1825","Wand'rin' Star (From the ""Amazon Prime - Dog With A Bad Leg"" TV Advert) - Remastered","1705","1011","264866","https://p.scdn.co/mp3-preview/30b2b9cecc4b20b9f5c8bec255aa08dd040053d7?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.447","0.164","1","-23.242","1","0.0331","0.831","0.485","0.134","0.366","147.485","3","CB2CY0938885","Chapel Music","3NkoCeRX7A5BtaNbVrzyPj"
"1826","Love Don't Cost a Thing","1706","1012","221466","https://p.scdn.co/mp3-preview/99c9902cfc477cee0de0fcd491c32244fceb521f?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.777","0.834","4","-5.129","0","0.0843","0.00275","1.3e-06","0.361","0.66","97.527","4","USSM10017308","Epic","6QAOkWnUrLLoDfmndW9Z3P"
"1827","Love Today","1707","1013","235173","https://p.scdn.co/mp3-preview/6f633128fde84ac18f68350ea7727fb9e919e0be?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.669","0.91","6","-4.99","0","0.0639","0.0284","0.00439","0.109","0.564","124.465","4","USC7R0600007","Universal Music Group","7d40ltmahMLJKA8HhzX9xe"
"1828","Signed, Sealed, Delivered (I'm Yours)","1708","95","161160","https://p.scdn.co/mp3-preview/9d87c04f6a608a83ef62f03ac99c72c7b31a563b?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.672","0.595","5","-11.227","1","0.0331","0.0518","0.0","0.0882","0.871","108.897","4","FRZ029400710","Universal/Island Def Jam","4CB13d6Igb94cWMOQWY3JF"
"1829","Rumour Has It","1709","253","221426","https://p.scdn.co/mp3-preview/b2064057c1d5e811103e04ec682e52d2d3e5759e?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.618","0.753","7","-5.05","0","0.0451","0.637","0.0","0.0905","0.557","120.041","4","GBBKS1000349","XL Recordings/Columbia","76N7FdzCI9OsiUnzJVLY2m"
"1830","Summer Nights - From “Grease” Soundtrack","1710","3147, 586","216906","https://p.scdn.co/mp3-preview/d850bad5ab67f8475a5d9c72cc98ce48c00f0d9f?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.748","0.644","2","-9.363","1","0.059","0.617","3.39e-05","0.0764","0.629","124.347","4","NLF057890002","Digital","39OKbfmScJ6dVMyqLScPJy"
"1831","You Ain't Seen Nothing Yet","1711","385","234053","https://p.scdn.co/mp3-preview/b43ee975293a1b1f420a9fae91c7087e66770e64?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.467","0.508","11","-13.048","0","0.0395","0.000538","0.00205","0.132","0.772","118.753","4","USPR39401742","Universal Strategic Marketing","1oojGBUxbMSrvrBnQ1DaBc"
"1832","Money For Nothing","1712","484","510933","https://p.scdn.co/mp3-preview/4802f596f787c2fd99f7614083092993b66c7327?cid=9950ac751e34487dbbe027c4fd7f8e99","False","2","0.666","0.667","2","-9.305","0","0.0371","0.043","0.0005","0.074","0.679","134.219","4","GBF088500674","EMI","31DvHUCSioX0JD7B4kZMJ9"
"1833","Lemon Tree","1713","1014","191026","https://p.scdn.co/mp3-preview/c0727bb5b3d094a8fe164a8b003625345a4c2409?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.669","0.479","1","-8.849","1","0.0442","0.672","0.0","0.11","0.679","143.159","4","DEA349502964","Intercord","1yN2z5XVtaAOYGdeEqEuqd"
"1834","High Hopes","1714","695","192133","https://p.scdn.co/mp3-preview/5575df8dfa23e38cc4ef3361c050af47f434dd2e?cid=9950ac751e34487dbbe027c4fd7f8e99","False","42","0.519","0.908","5","-2.733","1","0.0669","0.22","0.0","0.0673","0.702","164.061","4","USAT21801174","DCD2 / Fueled By Ramen","2djdCbLj1pzRmrDNe7PkW2"
"1835","Running Up That Hill (A Deal With God)","1715","750","298933","https://p.scdn.co/mp3-preview/861d26b52ece3e3ad72a7dc3463daece3478801a?cid=9950ac751e34487dbbe027c4fd7f8e99","False","8","0.629","0.547","10","-13.123","0","0.055","0.72","0.00314","0.0604","0.197","108.375","4","GBCNR8500002","Parlophone UK","75FEaRjZTKLhTrFGsfMUXR"
"1836","Congratulations","1716","605, 3225","220293","https://p.scdn.co/mp3-preview/41367bd297b91aa6c277d10ea06ca33d18f60e10?cid=9950ac751e34487dbbe027c4fd7f8e99","True","79","0.63","0.804","6","-4.183","1","0.0364","0.215","0.0","0.253","0.492","123.146","4","USUM71614484","Universal Records","3a1lNhkSLSkpJE4MSHpDu9"
"1837","Sally Go Round The Roses","1717","1015","195400","https://p.scdn.co/mp3-preview/65aacfb1127f7fff595c0d53f9fc7a2e6dc6842f?cid=9950ac751e34487dbbe027c4fd7f8e99","False","28","0.694","0.453","2","-12.583","1","0.0327","0.234","0.546","0.0703","0.457","146.6","4","QMWN31100202","Resnik Music Group","31s2mbxcx4LX1EtZg1fUvA"
"1838","Born in the U.S.A.","1718","1016","278680","https://p.scdn.co/mp3-preview/8811b05640f8be29a94225f435edb05ea8c8b98b?cid=9950ac751e34487dbbe027c4fd7f8e99","False","74","0.398","0.952","4","-6.042","1","0.061","0.000373","7.75e-05","0.1","0.584","122.093","4","USSM18400406","Columbia","0dOg1ySSI7NkpAe89Zo0b9"
"1839","Oh My","1719","1017","255973","https://p.scdn.co/mp3-preview/326315252636a2c578b5c13060d6a5d2d67229a4?cid=9950ac751e34487dbbe027c4fd7f8e99","False","17","0.641","0.809","9","-5.524","1","0.0583","0.0192","0.0305","0.328","0.769","132.206","4","AUUM70901996","Universal Music Australia Pty. Ltd.","27pQTTHuBajl9RUOmU3C18"
"1840","Green Green Grass","1720","792","167613","https://p.scdn.co/mp3-preview/0c3b976be5170efd8549b42eb4220a059b75552d?cid=9950ac751e34487dbbe027c4fd7f8e99","False","1","0.685","0.738","8","-4.413","1","0.0595","0.0695","0.0","0.128","0.8","112.972","4","GBARL2200008","Columbia","3rk4aJ0vAj3cFUIQEeASkT"
"1841","Dangerous","998","346","228866","https://p.scdn.co/mp3-preview/48875c631f434294b99cdadebaf7ce7716054481?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.712","0.898","4","-4.893","1","0.0336","0.0485","7.76e-06","0.148","0.961","124.409","4","SEAME8878080","Parlophone Sweden","756YOXmKh2iUnx33nAdfPf"
"1842","In Your Eyes","1721","149","237520","https://p.scdn.co/mp3-preview/ad4adb8a7c82359d511f7d9900d9f3742e0d2932?cid=9950ac751e34487dbbe027c4fd7f8e99","True","75","0.667","0.719","7","-5.371","0","0.0346","0.0028","7.92e-05","0.0736","0.718","100.019","4","USUG12000657","Republic Records","7szuecWAPwGoV1e5vGu8tl"
"1843","Let the Franklin Flow","1722","1018","202493","https://p.scdn.co/mp3-preview/625d74f9ad9f9ae097b45124a67a42e2b963df7a?cid=9950ac751e34487dbbe027c4fd7f8e99","False","13","0.719","0.601","5","-5.764","1","0.0267","0.217","0.0","0.26","0.608","111.006","4","AUVG01201605","Goanna Arts","2fmtt7gysU5N3Zae9o93g6"
"1844","With A Little Help From My Friends","1723","1019","312200","https://p.scdn.co/mp3-preview/8a89af249b414004d86bcbda00c7931436faa37d?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.311","0.419","2","-11.27","1","0.0569","0.306","0.000488","0.129","0.316","141.854","3","USAM16800382","Universal Music Group","7JoQCYsMaLmjcknAoZY43E"
"1845","2 Times - Original","1724","1020","230933","https://p.scdn.co/mp3-preview/2b66344df2d7205fc5c48e4fa018ed0624f94b18?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.849","0.873","0","-6.265","1","0.0299","0.1","0.0164","0.364","0.887","130.016","4","IT00D9829205","X-Energy","614p7Xf0bSqq1KD7lOktls"
"1846","Better Off Alone","1725","1021","214883","https://p.scdn.co/mp3-preview/1351f3e191f38f51ff88a1e29e6fe552db539c36?cid=9950ac751e34487dbbe027c4fd7f8e99","False","4","0.671","0.88","8","-6.149","0","0.0552","0.00181","0.691","0.285","0.782","136.953","4","NLC529811119","Violent Music","0pMUR7Uvp6vxlbG0qBFvgM"
"1847","Vasoline","1726","1022","174760","https://p.scdn.co/mp3-preview/0235568b2cc381601628274e49dfaaa858eab673?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.297","0.989","10","-4.945","1","0.111","0.00141","0.000167","0.0911","0.323","168.893","4","USAT20181160","Atlantic Records","5vCE0xRLIEG1Zej2tgWFDb"
"1848","A Horse with No Name","1727","1590, 3226","252239","https://p.scdn.co/mp3-preview/00137d4f947b06e8e1bc5242510e74fdf231e318?cid=9950ac751e34487dbbe027c4fd7f8e99","False","78","0.653","0.507","11","-17.18","0","0.0534","0.687","0.0147","0.155","0.831","123.188","4","USWB19901792","Warner Records","54eZmuggBFJbV7k248bTTt"
"1849","Sign Your Name","1728","399","276426","https://p.scdn.co/mp3-preview/3120f1bc94ef79bf8c89ba6569315ef957f93038?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.89","0.537","4","-6.792","1","0.0433","0.181","5.67e-06","0.0652","0.811","109.152","4","GBBBN0009285","Columbia/Legacy","02NAaHGCj1VbOFeblij8wu"
"1850","Union of the Snake","694","477","264133","https://p.scdn.co/mp3-preview/71bc382513f338d4279a4fdec8c7ec36e078eb39?cid=9950ac751e34487dbbe027c4fd7f8e99","False","34","0.704","0.846","11","-4.618","0","0.0466","0.231","2.24e-05","0.71","0.86","115.08","4","GBAYE8300059","Parlophone UK","7piNEolzn07prentrlDL6Q"
"1851","Waterloo Sunset","1729","788","194216","https://p.scdn.co/mp3-preview/ef471a9f3af07ed504e13b3d1773e0b28b5974a7?cid=9950ac751e34487dbbe027c4fd7f8e99","False","2","0.512","0.69","1","-6.969","0","0.0249","0.162","0.0","0.167","0.417","107.839","4","GBAJE6700003","Castle Communications","5nrmGFJ87crVoJF5xdRqwn"
"1852","Objection (Tango)","844","577","222533","https://p.scdn.co/mp3-preview/02c770a9838c926da7b756baf5031b4a922b2c64?cid=9950ac751e34487dbbe027c4fd7f8e99","False","51","0.602","0.864","11","-5.282","0","0.0661","0.0149","0.0","0.0246","0.71","179.391","4","NLB630100360","Epic","36YNa8joLwu9yor2TkZbIY"
"1853","Let Them Know","1730","487","148733","https://p.scdn.co/mp3-preview/fa3f8fd1ecccd5811517f56e0a6624aad6cbffb3?cid=9950ac751e34487dbbe027c4fd7f8e99","False","27","0.727","0.84","9","-5.217","1","0.102","0.0164","0.0","0.0875","0.865","125.003","4","GBUM72102888","Polydor Records","3TxbWIGn6rDDUAnIjWr9FL"
"1854","Because I Love You","1731","435","273213","https://p.scdn.co/mp3-preview/13616afa60f5874a3297d54eeffbd23ea5b32d4a?cid=9950ac751e34487dbbe027c4fd7f8e99","False","37","0.386","0.295","2","-19.276","1","0.0339","0.701","0.119","0.582","0.389","151.209","4","AUEM07100006","EMI Music Australia","1z9UHExy0G7m4PwD72TZLi"
"1855","Peaches (feat. Daniel Caesar & Giveon)","1732","849, 3227, 2755","198081","https://p.scdn.co/mp3-preview/8a39d4b4a5d76e914a8ab8113396067a3f93c28a?cid=9950ac751e34487dbbe027c4fd7f8e99","False","50","0.698","0.684","0","-6.239","1","0.0972","0.374","0.0","0.434","0.526","89.926","4","USUM72102647","RBMG/Def Jam","1ZrpvgLUBHozH2PLbc4SrO"
"1856","I Don't Wanna Play House","1733","1023","156493","https://p.scdn.co/mp3-preview/c085cc674c047438d13c63f602a10a0dfe264145?cid=9950ac751e34487dbbe027c4fd7f8e99","False","0","0.552","0.265","6","-12.022","1","0.0312","0.663","0.00729","0.139","0.322","104.477","4","ZAC039501217","Gallo Record Company","2eQPLfiQEos0sFEOZGRzQu"
"1857","Someday","1734","1024","132066","https://p.scdn.co/mp3-preview/14083ff8e5d571ae779d74fc4ee279af829e2207?cid=9950ac751e34487dbbe027c4fd7f8e99","False","3","0.572","0.544","6","-7.094","1","0.0408","0.732","0.0","0.095","0.88","135.276","4","QMDA71416866","The Magic of Music Records","2FMtwuIzmuyS1YClVMBSkP"
"1858","Hold On","1735","1025","266866","https://p.scdn.co/mp3-preview/5f417305b52c635a7df30bd45cbe6ad740ca49db?cid=9950ac751e34487dbbe027c4fd7f8e99","False","66","0.68","0.657","5","-9.897","1","0.0255","0.4","0.0","0.0497","0.546","97.801","4","USSB29000002","SBK/EMI RECORDS","4VZDv8sASBS8UruUBGTFdk"
"1859","Message In A Bottle - Remastered 2003","1736","7","290280","https://p.scdn.co/mp3-preview/065b9b3a34d9153ff2985426acfa55b8196ba50e?cid=9950ac751e34487dbbe027c4fd7f8e99","False","3","0.577","0.808","1","-7.04","0","0.039","0.0338","1.33e-05","0.221","0.869","151.008","4","GBAAM0201170","Universal Music Group","3bN4tg6rnNPy9GCkGhym4T"
