Track ID,Streams
1268,"1,663,491,433"
1306,"2,188,592,950"
1309,"1,407,382,497"
1317,"1,916,203,330"
1326,"946,757,383"
1346,"547,882,871"
1348,"1,142,061,871"
1352,"957,810,500"
1354,"1,662,288,901"
1367,"1,907,768,690"
1375,"343,556,188"
1383,"1,720,918,065"
1394,"935,098,853"
1411,"955,439,608"
1433,"1,119,350,842"
1441,"999,525,686"
1447,"833,094,374"
1469,"2,423,583,406"
1473,"955,563,174"
1488,"1,320,205,697"
1493,"737,482,160"
1503,"930,662,973"
1522,"669,895,431"
1531,"833,094,374"
1532,"563,680,273"
1536,"1,838,092,894"
1559,"354,683,755"
1569,"355,203,657"
1577,"443,564,590"
1581,"1,062,095,453"
1597,"1,059,262,917"
1601,"1,590,278,292"
1605,"1,452,194,416"
1620,"1,503,269,550"
1640,"1,724,766,252"
1659,"699,374,947"
1660,"2,086,460,781"
1669,"1,046,848,265"
1675,"809,840,469"
1694,"923,637,058"
1715,"142,783,595"
1724,"582,549,538"
1730,"872,428,879"
1735,"946,842,175"
1770,"2,880,536,961"
1774,"977,870,118"
1782,"1,060,378,159"
1797,"1,228,556,153"
1812,"419,557,907"
1814,"1,456,894,713"
1834,"1,602,076,880"
1836,"1,984,802,459"
1840,"300,430,813"
1842,"940,914,292"
1862,"1,405,772,026"
1884,"1,313,274,600"
1899,"804,925,777"
1904,"1,000,549,809"
1938,"509,231,024"
1957,"724,486,951"
1988,"1,872,577,908"
1995,"850,863,163"
1996,"859,985,881"
2021,"899,830,382"
2023,"803,983,295"
2026,"325,902,688"
2028,"1,596,770,801"
2029,"1,039,482,815"
2030,"1,007,623,089"
2044,"1,460,945,792"
2048,"1,273,869,800"
2053,"286,057,865"
2062,"2,481,391,466"
2070,"759,374,819"
2074,"1,606,975,517"
2075,"501,915,477"
2090,"941,989,512"
2091,"1,023,825,031"
2101,"1,503,269,550"
2103,"1,265,080,733"
2104,"633,467,655"
2114,"541,397,856"
2122,"943,137,389"
2132,"1,064,927,546"
2153,"595,220,757"
2157,"1,532,653,504"
2163,"815,661,095"
2184,"1,257,258,072"
2193,"1,419,912,461"
2199,"529,175,442"
2201,"499,085,551"
2211,"874,864,898"
2212,"125,169,958"
2213,"809,894,358"
2216,"2,043,626,431"
2217,"602,359,731"
2268,"1,687,828,519"
2287,"927,908,363"
2296,"515,693,079"
2307,"885,986,482"
2321,"1,599,742,798"
2344,"452,628,341"
2355,"1,527,106,099"
2375,"439,034,558"
2398,"1,878,196,824"
2424,"942,092,206"
2430,"1,752,826,514"
2431,"1,879,966,374"
2444,"1,337,619,917"
2466,"1,798,020,679"
2468,"1,303,452,422"
2485,"717,233,625"
2486,"505,748,520"
2502,"1,125,333,823"
2555,"814,272,136"
2559,"1,351,515,181"
2581,"1,156,342,373"
2612,"487,150,595"
2634,"788,403,596"
2650,"701,552,110"
2655,"2,134,271,997"
2659,"1,327,093,253"
2679,"1,625,149,693"
2684,"505,295,731"
2693,"1,125,407,888"
2696,"1,655,539,775"
2702,"1,124,147,912"
2703,"160,979,905"
2712,"2,021,910,364"
2714,"1,156,191,242"
2716,"991,382,346"
2720,"2,086,460,781"
2750,"413,855,724"
2756,"1,607,421,145"
2769,"1,389,607,643"
2779,"2,466,006,842"
2782,"1,265,397,717"
2795,"1,460,945,792"
2801,"1,156,601,592"
2812,"1,754,311,538"
2842,"1,340,305,216"
2858,"384,524,938"
2865,"315,680,664"
2867,"1,042,065,058"
2882,"1,891,920,348"
2900,"1,335,494,972"
2909,"842,749,499"
2929,"539,802,784"
2939,"662,971,898"
2950,"1,256,488,099"
2954,"1,120,501,187"
2963,"1,196,521,179"
2971,"982,424,606"
2977,"643,828,366"
2986,"837,042,727"
2993,"518,293,446"
2999,"1,879,966,374"
3014,"763,292,840"
3028,"437,029,775"
3041,"450,102,131"
3052,"3,071,214,106"
3055,"360,584,207"
3070,"3,358,704,125"
3076,"1,064,534,331"
3078,"1,828,026,153"
3087,"844,630,935"
3089,"1,397,975,653"
3090,"412,118,303"
3092,"964,058,806"
3093,"1,254,883,107"
3123,"863,631,428"
3146,"2,167,768,056"
3162,"1,307,469,137"
3167,"642,037,328"
3171,"670,665,438"
3172,"1,586,830,204"
3200,"1,595,514,674"
3207,"1,224,136,357"
3217,"721,002,104"
3218,"740,261,910"
3219,"921,351,898"
3220,"1,656,385,770"
3222,"1,590,278,292"
3232,"1,687,683,940"
3250,"965,827,790"
3260,"1,394,048,309"
3273,"2,423,583,406"
3299,"1,925,879,064"
3328,"1,780,889,877"
3330,"805,133,547"
3334,"971,172,980"
3336,"1,332,154,389"
3342,"1,286,089,822"
3352,"2,194,935,773"
3358,"1,587,114,096"
3364,"830,410,811"
3366,"1,747,093,405"
3367,"2,089,476,497"
3393,"493,627,071"
3396,"1,517,935,273"
3399,"1,257,029,279"
3402,"937,339,123"
3409,"2,086,460,781"
3416,"1,644,031,037"
3422,"923,932,404"
3423,"31,809,079"
3435,"1,456,635,235"
3440,"286,179,073"
3455,"2,830,962,669"
3458,"502,147,027"
3496,"593,554,969"
3501,"2,481,391,466"
3506,"1,121,107,262"
3515,"775,135,157"
3525,"1,548,151,634"
3531,"552,343,934"
3534,"844,790,027"
3556,"1,301,573,727"
3558,"425,999,315"
3564,"1,829,733,410"
3567,"547,207,250"
3587,"1,399,521,364"
3591,"1,196,521,179"
3596,"436,722,440"
3602,"1,106,264,600"
3603,"1,312,168,384"
3608,"895,051,532"
3619,"1,927,961,994"
3621,"622,498,643"
3664,"388,802,420"
3666,"602,316,735"
3675,"2,541,833,602"
3685,"855,080,751"
3689,"1,879,966,374"
3699,"827,079,737"
3700,"1,780,761,618"
3726,"2,043,626,431"
3732,"1,052,473,730"
3736,"372,423,476"
3740,"1,088,273,121"
3745,"1,227,475,431"
3760,"749,776,475"
3776,"314,672,402"
3785,"2,708,151,499"
3790,"1,423,655,688"
3806,"1,086,861,259"
3810,"1,902,241,314"
3818,"2,270,796,677"
3825,"827,079,737"
3827,"841,183,589"
3838,"1,307,469,137"
3904,"2,502,925,593"
3908,"411,109,963"
3949,"3,006,226,762"
3958,"1,586,830,204"
3961,"990,518,773"
3983,"999,525,686"
3998,"1,829,733,410"
4002,"1,472,430,869"
4013,"2,011,072,164"
4029,"1,438,795,892"
4044,"1,709,991,997"
4048,"630,875,899"
4052,"1,216,966,135"
4067,"1,563,224,246"
4076,"443,854,471"
4110,"1,907,768,690"
4111,"1,532,983,094"
4147,"2,544,489,950"
4150,"946,043,494"
4151,"2,423,583,406"
4161,"1,143,172,586"
4163,"1,197,774,081"
4211,"1,229,109,018"
4223,"717,233,625"
4224,"2,447,973,078"
4228,"1,670,164,200"
4256,"1,331,371,819"
4260,"1,013,083,048"
4264,"1,257,029,279"
4270,"1,349,115,675"
4278,"2,045,512,421"
4287,"3,107,100,349"
4293,"763,658,190"
4298,"1,549,317,525"
4301,"2,089,476,497"
4308,"968,235,402"
4316,"1,502,382,072"
4320,"1,164,638,213"
4330,"1,439,465,700"
4332,"1,602,076,880"
4333,"886,640,358"
4359,"1,325,725,696"
4387,"1,984,802,459"
4403,"663,939,688"
4406,"409,441,742"
4412,"839,642,356"
4416,"1,427,792,654"
4419,"1,056,929,910"
4424,"600,521,313"
4428,"967,029,446"
4431,"1,657,866,786"
4433,"2,384,768,901"
4441,"2,384,768,901"
4454,"1,336,196,012"
4461,"1,152,346,128"
4466,"1,285,242,562"
4492,"1,244,981,489"
4522,"377,746,254"
4578,"1,474,968,552"
4580,"1,654,956,613"
4588,"1,429,205,245"
4599,"3,427,498,835"
4605,"669,427,500"
4609,"629,372,240"
4616,"814,264,073"
4620,"753,200,066"
4629,"1,044,358,962"
4634,"815,661,095"
4637,"1,432,473,324"
4645,"2,252,713,547"
4656,"2,178,606,166"
4657,"631,378,937"
4665,"1,351,515,181"
4675,"2,074,721,986"
4680,"114,574,238"
4692,"1,662,288,901"
4702,"726,266,033"
4704,"1,411,856,834"
4749,"1,460,945,792"
4778,"687,212,492"
4779,"534,874,667"
4790,"2,270,796,677"
4794,"863,631,428"
4811,"1,995,511,952"
4815,"1,532,052,160"
4817,"1,638,836,101"
4827,"107,034,922"
4855,"479,276,199"
4858,"718,634,962"
4859,"1,747,534,539"
4864,"946,757,383"
4873,"4,281,468,720"
4884,"979,440,925"
4887,"1,265,397,717"
4892,"299,291,405"
4897,"2,466,006,842"
4953,"867,318,774"
4969,"399,145,178"
4991,"1,129,346,989"
5022,"1,056,929,910"
5025,"1,047,154,254"
5029,"1,128,612,961"
5042,"825,465,124"
5052,"1,993,030,264"
5083,"1,859,886,400"
5086,"3,427,498,835"
5087,"1,070,923,216"
5097,"4,281,468,720"
5099,"1,916,203,330"
5103,"1,394,345,347"
5105,"2,099,862,852"
5115,"1,590,278,292"
5148,"1,311,631,709"
5162,"526,083,566"
5204,"1,658,229,422"
5219,"1,790,579,305"
5220,"2,466,006,842"
5233,"1,779,046,979"
5270,"458,706,557"
5272,"699,439,249"
5276,"900,158,751"
5289,"180,051,347"
5300,"972,089,598"
5304,"1,336,196,012"
5305,"1,222,228,366"
5306,"670,376,179"
5307,"267,459,903"
5316,"1,327,093,253"
5327,"2,061,017,397"
5329,"2,544,489,950"
5338,"570,026,061"
5342,"1,663,491,433"
5352,"1,120,622,892"
5359,"243,305,603"
5371,"493,444,344"
5376,"2,080,878,370"
5383,"924,784,325"
5449,"999,525,686"
5461,"859,999,247"
5478,"538,918,222"
5479,"1,791,778,314"
5483,"2,184,754,018"
5492,"809,894,358"
5493,"1,746,790,923"
5503,"1,014,534,913"
5509,"1,065,399,331"
5511,"456,241,170"
5513,"750,154,960"
5530,"3,909,458,734"
5547,"941,989,512"
5558,"3,071,214,106"
5567,"968,810,827"
5601,"567,806,129"
5609,"1,676,528,402"
5610,"759,374,819"
5632,"51,812,189"
5671,"874,864,898"
5682,"1,657,866,786"
5702,"1,320,205,697"
5713,"840,041,803"
5749,"2,447,973,078"
5751,"1,313,545,266"
5768,"1,065,375,074"
5792,"1,042,065,058"
5810,"1,144,535,829"
5833,"950,810,060"
5842,"957,810,500"
5856,"964,058,806"
5859,"669,427,500"
5874,"359,757,970"
5887,"406,821,432"
5896,"477,162,323"
5901,"279,105,227"
5904,"1,784,308,411"
5910,"1,227,475,431"
5917,"699,439,249"
5919,"1,331,371,819"
5926,"1,016,283,394"
5934,"1,116,304,877"
5941,"613,000,788"
5966,"2,147,028,486"
5976,"399,276,193"
5979,"1,143,172,586"
5980,"1,120,187,276"
5995,"897,794,289"
6011,"1,445,950,326"
6021,"2,004,657,631"
6029,"1,313,545,266"
6034,"814,264,073"
6042,"336,943,720"
6077,"1,502,382,072"
6082,"829,352,129"
6085,"962,634,706"
6090,"792,379,282"
6091,"1,411,856,834"
6093,"542,480,898"
6112,"2,960,046,642"
6124,"1,878,098,512"
6130,"1,465,918,510"
6131,"539,802,784"
6157,"529,404,392"
6161,"1,779,046,979"
6167,"1,257,974,135"
6171,"2,960,046,642"
6184,"570,045,987"
6195,"885,944,426"
6233,"687,212,492"
6246,"1,229,109,018"
6261,"923,637,058"
6287,"1,382,191,196"
6288,"2,089,476,497"
6289,"1,358,424,406"
6294,"2,086,460,781"
6314,"1,631,152,967"
6316,"669,427,500"
6323,"1,888,829,482"
6357,"452,628,341"
6359,"1,223,329,465"
6363,"1,145,882,592"
6367,"1,907,768,690"
6368,"785,571,181"
6389,"1,903,413,912"
6398,"2,996,181,078"
6403,"1,550,553,401"
6415,"1,177,960,398"
6423,"1,120,622,892"
6432,"1,432,830,108"
6437,"1,675,083,208"
6446,"2,188,247,133"
6448,"1,144,535,829"
6483,"2,516,804,300"
6488,"1,351,515,181"
6493,"1,823,871,908"
6520,"178,339,925"
6521,"2,708,151,499"
6522,"1,145,402,792"
6523,"616,379,687"
6533,"1,012,914,789"
6545,"1,204,914,998"
6571,"1,777,196,966"
6581,"1,156,191,242"
6591,"930,004,605"
6606,"1,599,742,798"
6651,"1,599,742,798"
6654,"606,018,960"
6655,"2,502,925,593"
6656,"1,532,653,504"
6662,"447,997,798"
6669,"1,017,438,306"
6703,"1,556,275,789"
6710,"2,164,074,552"
6729,"1,409,692,678"
6737,"460,973,352"
6768,"1,194,124,781"
6772,"1,816,356,140"
6775,"1,943,842,010"
6776,"682,383,223"
6782,"671,869,078"
6792,"1,284,096,603"
6815,"720,720,922"
6819,"738,909,649"
6829,"2,325,017,580"
6846,"2,146,682,342"
6869,"2,031,280,633"
6877,"694,094,195"
6897,"955,439,608"
6922,"1,206,495,254"
6936,"2,541,833,602"
6938,"1,232,502,989"
6956,"890,752,779"
6964,"1,283,683,926"
6972,"1,164,166,623"
6993,"972,593,978"
7000,"1,713,294,983"
7002,"2,184,754,018"
7004,"1,121,107,262"
7020,"372,423,476"
7025,"480,737,112"
7028,"1,014,870,547"
7061,"460,770,585"
7062,"1,615,152,539"
7068,"1,280,838,046"
7071,"1,184,571,362"
7075,"1,187,784,950"
7076,"1,191,635,193"
7081,"1,226,381,432"
7083,"1,188,567,787"
7091,"1,199,270,601"
7108,"665,464,734"
7116,"518,988,585"
7119,"1,320,495,311"
7137,"1,085,436,198"
7146,"1,836,362,703"
7158,"730,440,576"
7180,"934,248,345"
7190,"701,552,110"
7236,"1,204,914,998"
7238,"1,216,966,135"
7242,"2,607,121,959"
7243,"614,050,155"
7245,"557,921,212"
7248,"814,264,073"
7252,"1,690,450,389"
7269,"1,425,996,809"
7284,"1,125,333,823"
7287,"456,241,170"
7288,"2,080,878,370"
7292,"427,275,743"
7297,"699,336,080"
7312,"1,042,531,612"
7315,
7316,"850,863,163"
7339,"1,654,956,613"
7349,"836,267,192"
7355,"1,036,104,210"
7361,"280,898,252"
7369,"1,583,012,380"
7375,"335,194,737"
7378,"954,807,024"
7383,"718,634,962"
7384,"1,752,826,514"
7407,"738,407,486"
7420,"406,141,247"
7427,"1,736,530,084"
7433,"1,206,495,254"
7455,"1,284,096,603"
7488,"967,029,446"
7490,"907,821,800"
7491,"795,449,825"
7494,"1,902,241,314"
7495,"1,599,742,798"
7496,"2,596,644,721"
7498,"1,430,439,855"
7502,"2,080,878,370"
7508,"949,651,805"
7518,"412,887,321"
7542,"1,953,403,531"
7544,"1,198,689,895"
7548,"1,042,531,612"
7549,"1,012,914,789"
7562,"2,382,407,025"
7581,"1,118,038,333"
7586,"1,490,987,063"
7591,"640,099,263"
7593,"998,964,097"
7599,"860,026,452"
7602,"2,529,948,475"
7605,"1,535,595,924"
7632,"971,172,980"
7634,"643,828,366"
7639,"1,828,026,153"
7642,"205,555,865"
7646,"787,546,548"
7658,"2,146,682,342"
7666,"669,895,431"
7674,"1,634,403,761"
7679,"2,164,074,552"
7682,"609,699,748"
7683,"689,413,808"
7691,"1,349,427,877"
7716,"1,060,319,450"
7730,"1,214,862,854"
7734,"1,275,036,167"
7744,"2,996,181,078"
7752,"987,061,577"
7755,"959,313,617"
7765,"389,547,230"
7769,"1,065,375,074"
7772,"571,538,542"
7800,"899,830,382"
7809,"878,349,171"
7819,"1,391,688,322"
7828,"1,068,023,888"
7843,"1,069,960,318"
7857,"912,461,674"
7861,"1,749,353,402"
7868,"1,198,689,895"
7874,"1,062,571,821"
7885,"1,020,452,066"
7895,"2,270,796,677"
7896,"1,204,914,998"
7897,"805,019,111"
7899,"1,409,692,678"
7902,"1,039,482,815"
7911,"3,909,458,734"
7914,"803,983,295"
7924,"1,188,567,787"
7935,"1,293,191,157"
7939,"2,226,869,580"
7955,"218,674,366"
7978,"1,601,293,263"
7992,"1,867,736,006"
7994,"1,125,407,888"
7996,"389,164,529"
8022,"1,060,378,159"
8024,"1,477,150,302"
8070,"1,497,564,072"
8080,"2,226,869,580"
8083,"1,129,346,989"
8112,"810,044,838"
8116,"1,879,386,440"
8119,"1,322,385,342"
8121,"515,693,079"
8127,"724,486,951"
8140,"486,842,946"
8144,"460,156,070"
8155,"1,747,534,539"
8184,"1,320,495,311"
8228,"923,932,404"
8249,"437,029,775"
8268,"1,749,353,402"
8269,"2,167,768,056"
8278,"765,374,782"
8279,"1,828,026,153"
8299,"1,068,023,888"
8302,"1,182,373,720"
8311,"550,049,388"
8316,"777,947,820"
8317,"1,346,174,222"
8336,"2,548,389,305"
8361,"1,315,577,954"
8371,"381,166,294"
8372,"1,436,709,386"
8384,"784,334,383"
8391,"1,135,588,382"
8422,"1,680,919,413"
8443,"1,225,776,509"
8450,"839,642,356"
8461,"461,495,506"
8484,"1,623,436,416"
8498,"315,606,874"
8507,"493,627,071"
8509,"897,794,289"
8524,"1,587,114,096"
8529,"1,394,048,309"
8531,"1,624,314,065"
8562,"465,588,517"
8564,"3,358,704,125"
8571,"819,779,577"
8586,"1,920,784,716"
8588,"2,397,109,372"
8590,"79,738,242"
8603,"1,606,023,895"
8606,"989,608,207"
8609,"428,164,381"
8615,"1,638,216,382"
8617,"730,200,775"
8619,"2,466,006,842"
8635,"922,010,059"
8647,"1,838,092,894"
8661,"886,077,008"
8674,"352,268,839"
8694,"1,431,126,152"
8706,"527,760,843"
8726,"2,072,182,782"
8727,"818,858,244"
8728,"1,318,596,835"
8735,"459,712,644"
8752,"1,020,239,582"
8753,"626,010,147"
8766,"1,891,920,348"
8769,"767,661,283"
8773,"815,946,405"
8784,"1,355,539,058"
8796,"1,993,030,264"
8808,"274,229,438"
8826,"970,858,824"
8850,"171,920,896"
8863,"1,413,268,808"
8872,"788,403,596"
8880,"2,045,512,421"
8887,"968,194,426"
8889,"627,625,151"
8893,"474,420,154"
8909,"1,062,571,821"
8914,"545,011,148"
8927,"1,423,655,688"
8928,"3,301,814,535"
8929,"436,722,440"
8934,"845,222,205"
8936,"1,057,114,779"
8942,"1,977,947,460"
8958,"2,072,182,782"
8969,"1,527,159,800"
8973,"775,135,157"
8979,"2,042,792,456"
8981,"245,513,981"
8997,"477,162,323"
9006,"1,237,874,594"
9010,"844,790,027"
9022,"1,477,150,302"
9035,"506,083,686"
9077,"1,070,923,216"
9101,"1,224,136,357"
9108,"703,089,599"
9119,"1,081,517,243"
9135,"730,200,775"
9145,"2,099,862,852"
9157,"40,047,588"
9164,"1,713,294,983"
9172,"1,327,093,253"
9173,"1,350,428,257"
9174,"507,842,421"
9180,"665,464,734"
9183,"335,194,737"
9195,"989,608,207"
9206,"784,334,383"
9226,"2,004,657,631"
9227,"1,368,497,471"
9248,"820,840,650"
9251,"859,999,247"
9272,"897,794,289"
9288,"955,439,608"
9293,"1,431,126,152"
9306,"1,779,046,979"
9307,"222,571,023"
9314,"1,531,490,541"
9337,"1,568,058,093"
9350,"874,864,898"
9351,"1,128,783,268"
9367,"2,102,223,775"
9368,"1,531,490,541"
9376,"1,427,050,913"
9380,"2,164,074,552"
9381,"862,685,616"
9387,"2,174,022,106"
9390,"1,197,774,081"
9392,"524,463,179"
9403,"1,128,273,165"
9404,"549,382,975"
9407,"1,125,407,888"
9416,"574,505,748"
9418,"1,100,392,417"
9423,"990,518,773"
9435,"1,590,278,292"
9439,"1,409,692,678"
9457,"1,425,996,809"
9462,"1,285,242,562"
9469,"2,525,355,904"
9472,"716,319,941"
9478,"965,865,213"
9501,"1,232,373,956"
9502,"1,405,353,677"
9508,"2,544,489,950"
9559,"1,472,430,869"
9567,"861,388,470"
9572,"1,430,439,855"
9580,"858,734,232"
9590,"907,821,800"
9608,"1,779,046,979"
9618,"426,425,213"
9620,"675,865,902"
9631,"1,668,741,024"
9641,"1,816,356,140"
9646,"335,604,759"
9653,"2,098,443,322"
9655,"624,262,344"
9663,"1,157,206,056"
9664,"3,006,226,762"
9669,"1,836,362,703"
9676,"2,218,531,106"
9680,"972,005,229"
9685,"2,075,459,887"
9697,"255,898,884"
9699,"1,123,039,235"
9710,"616,445,374"
9728,"1,836,362,703"
9741,"964,765,127"
9759,"1,729,264,620"
9766,"1,733,302,434"
9775,"952,635,214"
9796,"1,676,528,402"
9807,"1,332,154,389"
9819,"1,845,938,685"
9884,"1,720,830,668"
9891,"146,921,991"
9893,"670,298,052"
9909,"837,042,727"
9939,"717,233,625"
9943,"1,943,842,010"
9945,"2,143,821,605"
9985,"2,194,935,773"
9987,"1,780,761,618"
