"Artist ID","Artist Name","Artist Genres","Spotify ID"
"1988","ZHU","edm,electro house","28j8lBWDdDSHSSt5oPlsX2"
"1989","Donny Osmond","bubblegum pop","5ZEAzHE2TzAwUcOj6jMIgf"
"1990","Starland Vocal Band","soft rock","66QeIFuFJDNCImNHlFzrY1"
"1991","Elliott Yamin","idol","4am1I89OWXUzFh4ctRLkdd"
"1992","Public Domain","","2OF3TwBOVWNJLMQSUwLC6z"
"1993","Echosmith","electropop,indie poptimism,viral pop","1PbBg2aYjWLKRk84zJK15x"
"1994","Wayne Newton","adult standards,easy listening,lounge","5NX29TmuYrENlpvz6IgYMJ"
"1995","Nena","german pop,new wave pop","6Tz0QRoe083BcOo2YbG9lV"
"1996","The Knack","album rock,classic rock,hard rock,mellow gold,new wave,new wave pop,power pop,soft rock","0Nn9YwJzcaeuU1jJL06e3r"
"1997","Charles & Eddie","neo soul","5rIhaCHkbFVvLJpKHWwOJD"
"1998","Joe Publick","","1E1j4bKRLT2qWAp50o5nDh"
"1999","Sheryl Crow","lilith,new wave pop,permanent wave,pop rock,singer-songwriter","4TKTii6gnOnUXQHyuo9JaD"
"2000","Tim McGraw","contemporary country,country,country road","6roFdX1y5BYSbp60OTJWMd"
"2001","Brownstone","contemporary r&b,girl group,r&b","6dQgkiJm1fRkcqKOvPzysr"
"2002","Brooks Jefferson","","6RuIbUAQK9fmBq08AbY6XE"
"2003","Larry Finnegan","","5PVlrxc9rQMfzZACGYv2Ns"
"2004","Jimi Hendrix","acid rock,album rock,alternative rock,classic rock,hard rock,proto-metal,psychedelic rock,rock","776Uo845nYHJpNaStv1Ds4"
"2005","Migos","atl hip hop,hip hop,pop rap,rap,southern hip hop,trap","6oMuImdp5ZcFhWP0ESe6mG"
"2006","Mr. President","eurodance,europop,german techno","7KBkgunlONG7LPxs93pgpp"
"2007","Joe Nichols","arkansas country,contemporary country,country,country road","4aJTB79uwT4sP0Nb8QGWHc"
"2008","Maureen McGovern","bubblegum pop","3bnf5pPVQFWv762IiavilV"
"2009","Sammy Davis Jr.","adult standards,easy listening,lounge,vocal jazz","1NAWG3AngjBXyKbmPaz92D"
"2010","Isaac Hayes","classic soul,disco,funk,memphis soul,quiet storm,soul,southern soul","3IKV7o6WPphDB7cCWXaG3E"
"2011","Bobbi Martin","","3JVqOROaMTUZ2wUFwkfr1A"
"2012","Operator Please","","3KshwzAIDBZRPr5Xc7S79C"
"2013","Peter McCann","","6LJLkqGPy0xFsVCdPP6PJI"
"2014","You Am I","australian alternative rock,australian rock","7GvCdRq4iHNQDsGlPWOycw"
"2015","Georgia Fair","australian indie folk","20IBsBjoPfVL7jaKX8Pd2l"
"2016","Al Green, Annie Lennox","classic soul,funk,memphis soul,quiet storm,soul,soul blues,southern soul,new romantic,new wave,new wave pop,singer-songwriter,soft rock,synthpop","3dkbV4qihUeMsqN4vBGg93"
"2017","Anita Bryant","deep adult standards","2M93P87MDGek6uzg7Jn7he"
"2018","Machinations","australian rock","5ghiRwgyYZfnmC0Upu6ZtR"
"2019","Ph.D.","","2S4OQZxRbWsQ5SLnmMs0GO"
"2020","Anne Murray","adult standards,canadian country,canadian pop,classic country pop,soft rock","7d7q5Y1p2QWS4QRAhTQR5E"
"2021","Jim Steinman","german show tunes","2V3UNup4XHyqdCOGcQai1d"
"2022","The Griswolds","hopebeat,indie poptimism,shimmer pop","3nUbzTTtP2w4HqvT5y5vkV"
"2023","Shanks & Bigfoot","2-step,uk garage","2HdJwHponT4dLmV57ry159"
"2024","1927","australian rock","7uZbOLlVQNbLVvKdGRk4VZ"
"2025","Kenny","classic uk pop","0qxyoztRV9knOM9BcCgkqU"
"2026","Kenya Grace","singer-songwriter pop","7uMDnSZyUYNBPLhPMNuaM2"
"2027","Mary J. Blige","dance pop,hip pop,neo soul,r&b,urban contemporary","1XkoF8ryArs86LZvFOkbyr"
"2028","Eva Simons","dutch pop","2d6W4cnC5XsVOaxtgaj9hA"
"2029","Shakespears Sister","candy pop,new wave pop","7ooOn6bokl4mGV4CEaUz6A"
"2030","Boy & Bear","australian indie,australian indie folk","2NqgE99Ll5vOTvmbN7O2R6"
"2031","Uncle Kracker","country,pop rock,post-grunge","2DnqqkzzDKm3vAoyHtn8So"
"2032","Joe South","bubblegum pop","7s2L0cftC6UBVVxADuyfwS"
"2033","The Saints","protopunk","6OWPd5ByKaNSFAZ3TCe5AO"
"2034","Skeeter Davis","nashville sound","5b2OzvLaL6nyxw5pbVbSdy"
"2035","Joe Dolce","novelty","4wUEfafmKVXlwEiz9RdPFc"
"2036","Drummond","","5BXtjft527FfVIZHpBRXns"
"2037","Johnny Mathis, Deniece Williams","adult standards,easy listening,contemporary r&b,disco,funk,motown,post-disco,quiet storm,soul,urban contemporary","21LGsW7bziR4Ledx7WZ1Wf"
"2038","Denzal Park","australian dance,progressive electro house","298I931uc5poF6kIU5XJtI"
"2039","Marty Rhone","classic australian country","2No2vspr2KORUEcZKH4xUi"
"2040","The Toys","","6lH5PpuiMa5SpfjoIOlwCS"
"2041","Ruel","alt z,australian alternative pop,singer-songwriter pop","5xkAtLTf309LAGZTbvULBn"
"2042","The Weather Girls","disco,hi-nrg","19xz1vcuKNjniGEftTOSSH"
"2043","Otto Knows","edm,electro house,pop dance,progressive electro house","5fahUm8t5c0GIdeTq0ZaG8"
"2044","Portrait","contemporary r&b,new jack swing","08fM8wx6uuEwagFsUvQp35"
"2045","Keith Sweat","contemporary r&b,new jack swing,r&b,urban contemporary","2r09Inibex3C4ZNTUVSG3m"
"2046","Marvin Hamlisch","broadway,classic soundtrack","1VN38ZSdtQnHLa8PfTTKZD"
"2047","Tinie Tempah, Zara Larsson","dance pop,grime,pop rap,pop,scandipop,swedish electropop,swedish pop","0Tob4H0FLtEONHU1MjpUEp"
"2048","Rusted Root","jam band,pittsburgh rock","2M3vnW1p5w4uPRkLYTbvdB"
"2049","Pandora","","2MmMqHZWMkK4WwAeMmPP7X"
"2050","Monica","contemporary r&b,hip pop,r&b,urban contemporary","6nzxy2wXs6tLgzEtqOkEi2"
"2051","Caramel Blue","","5g3nAtwyoQFlhdK8mSU4I3"
"2052","Sarah Connor","german pop","7e52Ytzjj1q71DUj2cSlch"
"2053","Jenny Morris","classic nz pop","604iqbiglyTgxMeKkvlBGc"
"2054","Paul Hardcastle","smooth jazz","0SgDfSfWqkZMW96aT2oQZ1"
"2055","The Angels","brill building pop,classic girl group","6YtJeguOS8yoMkmLLnzU7q"
"2056","Clyde McPhatter","doo-wop,rhythm and blues","4WL6MC4jDW7w7K9hfc4MVS"
"2057","The Searchers","british invasion,rock-and-roll","4QmkLL9JOqM9dusHS1Hghe"
"2058","Augie March","australian alternative rock,australian indie,australian rock,melbourne indie","0vntgse6gPZfthoW8kTTlR"
"2059","iNi Kamoze","reggae,reggae fusion,roots reggae","1VJspRsoC6c0bvqhnSiFCs"
"2060","Los Indios Tabajaras","","1TKifb1r4wnGbY5CYIwjGb"
"2061","Illy, Wrabel","australian hip hop,australian trap,alt z,indie poptimism","6NFyaN9PMCDZ3LKxGwHAXt"
"2062","Treble Charger","canadian indie,canadian rock","24DYOmDNLWoZxLh1SbNpSY"
"2063","Stevie Hoang","hmong pop","2EvbFiMccizWo76HwbEaJX"
"2064","Doris Troy","northern soul","3jiBDfjnWIdLQEEOdKqZex"
"2065","Honeyz","europop,girl group","3Ps27dDfvubd75rh5A0wz9"
"2066","Chris Franklin","","0x81cVSvecMHyy4mMtZDtT"
"2067","BANNERS","indie poptimism","4qWnlmXWuGv2TtuxtIWlJX"
"2068","Garrett Kato","indie anthem-folk,modern indie folk","4S3VOqqGguEZu3vbJMig4t"
"2069","Shinedown","alternative metal,nu metal,post-grunge","70BYFdaZbEKbeauJ670ysI"
"2070","Afroman","comedy rap","4Icvbp9RDt5aY2TWDOVDsr"
"2071","The Commitments","","5kiBy7FO5L4ywMz1xF70PX"
"2072","Lisa Mitchell","australian indie,australian indie folk,australian indigenous music","53f2OKMfVLTsHFkGyA5dnz"
"2073","Moloko, Boris Dlugosch, Michael Lange","electronica,trip hop,german house,hamburg electronic","4aaBjq7VqqQvpSF69GglvO"
"2074","Donna Lewis","new wave pop","2EfG2EoT8GFJrMiilbTVl2"
"2075","Marlon Roudette","uk pop","2R1QrQqWuw3IjoP5dXRFjt"
"2076","Kandi","contemporary r&b,hip pop,r&b","0ThrQemMA2B8xxusTUl8IM"
"2077","The Lettermen","adult standards,easy listening,vocal harmony group","3lzlUccNrekC1oFPCjNIOX"
"2078","Toploader","british alternative rock","6xeFne1rkxMhKSW3ipvkdV"
"2079","Jeannie C. Riley","classic country pop","3MIwMeYV8vmgQFbbRiJTp2"
"2080","Missing Persons","new romantic,new wave,new wave pop,synthpop","5CT7RBitS0e0u78T8tRBWQ"
"2081","Beck","alternative rock,anti-folk,permanent wave,rock,slacker rock","3vbKDsSS70ZX9D2OcvbZmS"
"2082","The Grid","hip house","1fN3lF5RILxJeG9H8EhEDo"
"2083","Kilter","aussietronica","2syYGtINPRno1nxxil7UcJ"
"2084","A.L.T. And The Lost Civilization","","4pZvHlvLV5er0s4rfQ6m5A"
"2085","Mark Dinning","deep adult standards","55Rf9Kfqd30nmqaeEDMpic"
"2086","Stars On 45","","4r8b3Hr0AMhzhAg75le0Gx"
"2087","Da Hool","bubble trance","0wOXK4GjUAFUDhd7mvKBbW"
"2088","Simple Minds","album rock,dance rock,new romantic,new wave,new wave pop,rock,scottish new wave,soft rock","6hN9F0iuULZYWXppob22Aj"
"2089","Rush","album rock,canadian metal,classic canadian rock,classic rock,hard rock,progressive rock,rock","2Hkut4rAAyrQxRdof7FVJq"
"2090","Whigfield","diva house,eurodance,europop","0lHoDF96DNKSIcIpcOfMnq"
"2091","Sgt. Barry Sadler","military cadence","5r0O4LLn9wHEuYxKmGzUB5"
"2092","twocolors","edm,pop dance,pop edm","7ACEUD7UsmmXrnj4OLt8f9"
"2093","Doctor & The Medics","glam rock","0auxGqduSBWubpKjjSNKLr"
"2094","Jewel Akens","","1gVvCzqQy5epTJcFNwWJ37"
"2095","Baauer","electro house,electronic trap","25fqWEebq6PoiGQIHIrdtv"
"2096","PSY","k-rap,korean old school hip hop","2dd5mrQZvg6SmahdgVKDzh"
"2097","Mungo Jerry","british blues,classic uk pop","2mbvqMGpwLsakeH45p1Jrb"
"2098","Madasun","","0omNfQLl6nRxZTOQGbwYbB"
"2099","Lauv","pop","5JZ7CnR6gTvEMKX4g70Amv"
"2100","Ketty Lester","","36pJnWrcvAsoWm6fUqGaHi"
"2101","C.W. McCall","classic country pop,country rock,truck-driving country","0iTkPxRldzi5lmS6qZ70JV"
"2102","CAKE","alternative rock,pop rock,post-grunge,sacramento indie","6A43Djmhbe9100UwnI7epV"
"2103","Peters & Lee","classic uk pop","39dc7J7NXZVxRZ3HvIqxiy"
"2104","After 7","contemporary r&b,new jack swing","4UPcJIhr5K5fPsm4itqT7E"
"2105","Jessica Andersson","classic swedish pop,swedish pop","0e52F3Q1maTGPgsEa1hDJM"
"2106","Shakaya","australian indigenous music,australian pop","2oRTd2N9vKFAceSCA757KY"
"2107","Austin Mahone, Pitbull","pop,post-teen pop,dance pop,miami hip hop,pop","04abdnqPQe2N4fjztDea6z"
"2108","Lorne Greene","cowboy western","7CHyTolf8RTuUaW4yYV52d"
"2109","RAYE","uk contemporary r&b,uk pop","5KKpBU5eC2tJDzf0wmlRp2"
"2110","Alien Ant Farm","alternative metal,funk metal,nu metal,post-grunge","6TZdvF1kFzwnQLgHQynzsO"
"2111","Nu Shooz","freestyle,post-disco","2The4Ur661sLPGndcUuuLu"
"2112","The Midnight Beast","comic","7gYnCef01fcPbk3QiFRIGF"
"2113","Matt Monro","adult standards,easy listening","06kr5yNAM2rOf4DXemM8fl"
"2114","The Go-Go's","album rock,candy pop,classic rock,girl group,jangle pop,mellow gold,new romantic,new wave,new wave pop,permanent wave,singer-songwriter,soft rock","2mG8HHQ9S9kcbjcrb5N1FE"
"2115","Tight Fit","classic uk pop","6NaacjWVEwO2la6AnxH0ZK"
"2116","Looking Glass","sunshine pop","5jJN1nmKXzRjodMl1THQeI"
"2117","Underworld","big beat,electronica","1PXHzxRDiLnjqNrRn2Xbsa"
"2118","fun., Janelle Monáe","baroque pop,metropopolis,neo mellow,afrofuturism,alternative r&b,atl hip hop,neo soul,r&b","5nCi3BB41mBaMH9gfr6Su0"
"2119","Deniece Williams","contemporary r&b,disco,funk,motown,post-disco,quiet storm,soul,urban contemporary","5jNGQ7VOU87x5402JjhTtd"
"2120","Vanilla Fudge","acid rock,blues rock,proto-metal,psychedelic rock","0vIMq3W8V63uR4Ymgm2pF1"
"2121","Al Stewart","art rock,folk rock,mellow gold,progressive rock,singer-songwriter,soft rock,symphonic rock","0DW7boyjvbaSP3OJ72sXgC"
"2122","James","britpop,madchester,permanent wave,pop rock","0qLNsNKm8bQcMoRFkR8Hmh"
"2123","Boogie Pimps","","3VX8sq17N1pJ6nStjyl0In"
"2124","Sigrid","electropop,norwegian pop","4TrraAsitQKl821DQY42cZ"
"2125","Hot Action Cop","funk metal,rap rock","1r38C6nsC5srBtvXRLWRmg"
"2126","Yothu Yindi","australian indigenous music,didgeridoo","5sHPYevv4ykaH79HIHqBDP"
"2127","Amiel","","2aNIBy88702ekJ4R2Eo6W9"
"2128","Ernie K-Doe","louisiana blues,new orleans blues,new orleans funk,new orleans soul,rhythm and blues","3ybBNyjii40yY104IZkcly"
"2129","Lonnie Donegan","merseybeat","6dIOTeSQDBSR6gwsL0WB2n"
"2130","Richard Clapton","australian rock","3M5nxyS3mmuFqHP2N4x5ZH"
"2131","Neneh Cherry","new wave pop,urban contemporary","3JxCEqL9zjKnDJgUhRuRJD"
"2132","Bob Welch","soft rock,yacht rock","0reZZVbAPxgX1Rqj6XbWj3"
"2133","Lauren Daigle","ccm,christian alternative rock,christian music","40LHVA5BTQp9RxHOQ9JPYj"
"2134","Barry Ryan","classic uk pop","5JJxBX97vBHW7KMsBqIJre"
"2135","Madison Beer","pop","2kRfqPViCqYdSGhYSM9R0Q"
"2136","Slim Dusty","australian country,bush ballad","0M4w6wFmaVFmP4lIndnEU5"
"2137","Yes","album rock,art rock,classic rock,hard rock,progressive rock,rock,soft rock,symphonic rock","7AC976RDJzL2asmZuz7qil"
"2138","Hot Chip","alternative dance,dance rock,electronica,indie rock,indietronica,neo-synthpop,new rave","37uLId6Z5ZXCx19vuruvv5"
"2139","Luciana","dance pop","4ugGMtXC28CVR5hlYJy9wV"
"2140","Henry Mancini","adult standards,classic soundtrack,easy listening","2EExdpjU4SK3xnJHO5paJf"
"2141","Lawrence Welk","easy listening,polka","2GMH35k5oLCjzYpn5HbaD8"
"2142","Labrinth feat. Tinie Tempah","","51s3zske5aprW6tUj0oD8l"
"2143","The Nashville Teens","british invasion","5ZMLeokWf9ZKDStGUhokji"
"2144","Pat Wilson","","2EbIuYqI8tC2H1P0GJztbK"
"2145","Shawn Colvin","austin singer-songwriter,ectofolk,folk,lilith,new wave pop,singer-songwriter","0K7VN4aHxHcEb7PqkfoIVA"
"2146","The Funky Groove Connection","","5j5s0OruSv08ITvCzE3fsm"
"2147","Ween","alternative rock","3u1ulLq00Y3bfmq9FfjsPu"
"2148","Glenn Shorrock","australian rock","1mBRVjszEFRT7OhukskPnX"
"2149","Burl Ives","adult standards,american folk revival","0MHgLfmQdutffmvWe5XBTN"
"2150","Roger Whittaker","classic schlager,easy listening","6pgfx4K1p1kT0RewXjmLfk"
"2151","Bill Conti","theme","272ygo5fv9cYsiCLcV0HV2"
"2152","Mimi Webb","alt z,gen z singer-songwriter,uk pop","3GxKJzJK4LpsYGXQrw77wz"
"2153","Pat Boone","adult standards,easy listening,rock-and-roll,rockabilly","7fmKtIgmxqNEKjATioVNsu"
"2154","The Black Crowes","album rock,blues rock,classic rock,electric blues,hard rock,jam band,rock,southern rock","5krkohEVJYw0qoB5VWwxaC"
"2155","CeCe Peniston","diva house","5UoVLCWzOKMIJ9iioof9OD"
"2156","Sgt Slick","","64rqoVt9ShRtUCU0bPKQll"
"2157","Solitaire","","7IVNy1O72ZhnPrY8OgsQQW"
"2158","Deep Forest","","6Xe4WwiYhssiZXHBTWAoNL"
"2159","Blackfeather","psychedelic blues-rock","67dnqvT66VC7F7EEMbhfWS"
"2160","MN8","new jack swing","2AFkXuExrw9XcAtzFARn8e"
"2161","Gene McDaniels","deep adult standards","6I7tqjEzznFPrardDfvsvq"
"2162","David Franj","","0jlaKVJh79ZLDp5h9Uab2P"
"2163","Peter And Gordon","beatlesque,british blues,british invasion","6lHC2EQMEMZiEmSfFloarn"
"2164","Frankie Avalon","adult standards,bubblegum pop,doo-wop,easy listening,rock-and-roll,rockabilly","5zNOI87gG4RttFmYAZWaxQ"
"2165","Reef","britpop","191Koh7PSIi28IrGAGoINO"
"2166","David Soul","bubblegum pop,soft rock","2eFkm34OMSYRUwP4RAtXaT"
"2167","Peter\, Paul and Mary","american folk revival,folk,folk rock,mellow gold,singer-songwriter,soft rock","6yrBBtqX2gKCHCrZOYBDrB"
"2168","Papa Roach","alternative metal,nu metal,rap metal,rap rock,rock","4RddZ3iHvSpGV4dvATac9X"
"2169","F.C.B","","5gGw9VqMAvnDtAChDepwQ9"
"2170","Grafton Primary","alternative dance,new rave","05yQvTxOQFpKKYDKKuBKYP"
"2171","Mr G","","1qYpPvrm9IW54sM0SAAfpf"
"2172","Eliza Doolittle","lilith","14L5rpGTLVUz1pD8fUeJB1"
"2173","Jackie DeShannon","brill building pop","0iVed2Qu7dmL0pIYCj1Xw8"
"2174","Ohio Players","classic soul,disco,funk,p funk,quiet storm,soul,southern soul","6m30rs1IQqnWqV5nKMpU7U"
"2175","Bros","new romantic,new wave pop","2LKrAJVB1842xPDvx4uuwU"
"2176","Martha Davis","","2ioCVuqjcRCoQPhEYY0kmg"
"2177","The Connells","jangle pop","3zAhmxuw1F3HmulPuy1RAb"
"2178","Nils Landgren Funk Unit","acid jazz,modern funk","3vHrEnwmDYlaScgAiZbnz0"
"2179","Barbara Lynn","classic soul,motown,rhythm and blues,southern soul","2wQyX5625x6IGls8zLLHMB"
"2180","Reg Lindsay","australian country,classic australian country","36H9EBenJ3Tqbd6snt0lLm"
"2181","WILLOW","afrofuturism,pop,post-teen pop,pov: indie","3rWZHrfrsPBxVy692yAIxF"
"2182","Jack Garratt","uk alternative pop","1Zp054Jc86WVKCxKEqZGOA"
"2183","Amanda Perez","hip pop,r&b,southern hip hop,urban contemporary","5DqmNLPM1kAbSBQk2FMm6b"
"2184","Matchbox","rockabilly,uk rockabilly","1TZLeOYelnAiEkOJnofWrj"
"2185","The Sandpipers","easy listening","3iBuBivHItWMpdiVmLT0uB"
"2186","Crush","","6uvAL6wcnKz1IFYZzFkIQ1"
"2187","Gnarls Barkley","atl hip hop,neo soul","5SbkVQYYzlw1kte75QIabH"
"2188","Chris Farlowe","british blues,british invasion","0xUA9sZvM1DBVySSvUaHtu"
"2189","Leapy Lee","","7lgv8OCexyuvGs3Xn2O7n2"
"2190","Emma Bunton","europop,talent show","2AEEnr6Le5zHzBwpnlZSmq"
"2191","Robert Palmer","album rock,classic rock,dance rock,mellow gold,new romantic,new wave,new wave pop,singer-songwriter,soft rock,yacht rock","530Sdm7eqqzWBdDmILMgnu"
"2192","Adam Wade","","1rBtwsSkGLKYGhL5yj98Wd"
"2193","Shelley Fabares","brill building pop,doo-wop","6ZID5oFfvvgzIRrqXaTJSy"
"2194","Stars On 54","","7juiPJMZrtjD2QprlmGxox"
"2195","City Boy","","08dazMCiWeKkomvpDLSetA"
"2196","Harry Belafonte","calypso","6Tw1ktF4xMmzaLLbe98I2z"
"2197","Normani","pop,r&b","2cWZOOzeOm4WmBJRnD5R7I"
"2198","Luke Christopher","indie pop rap","787bCXOIvGeBw0Bc4kEjhD"
"2199","The Babys","album rock","6z7wrwE2QW7Keb9ozoF0rg"
"2200","Glass Animals","gauze pop,indietronica,modern rock,pov: indie,shiver pop","4yvcSjfu4PC0CYQyLy4wSq"
"2201","Mary Mary","gospel,gospel r&b","12Kgt2eahvxNWhD5PnSUde"
"2202","Yello","new romantic,proto-techno,synthpop,zolo","3xgj17ZsWxxU86S4qlWvOi"
"2203","Tori Amos","dark pop,ectofolk,lilith,melancholia,new wave pop,permanent wave,piano rock,singer-songwriter","1KsASRNugxU85T0u6zSg32"
"2204","The Beautiful Girls","australian reggae fusion","0hDJSg859MdK4c9vqu1dS8"
"2205","Jessie James Decker","contemporary country","0GzIauSfKRc5BlNXpTWAGz"
"2206","Billy Ray Cyrus","country rock","60rpJ9SgigSd16DOAG7GSa"
"2207","Johnny Nash","","0nAVvgfE9yI4DwvMiYwk8a"
"2208","Martin Solveig, Tkay Maidza","disco house,edm,electro house,filter house,house,pop dance,vocal house,alternative r&b,australian hip hop","1bj5GrcLom5gZFF5t949Xl"
"2209","Cheryl, will.i.am","dance pop,post-teen pop,talent show,dance pop,pop","3NyNPJaemMYsL14DK2tO01"
"2210","The Mar-Keys","instrumental soul,memphis soul,southern soul","4EYRKWX3RvHihDHDr8TocR"
"2211","The Go-Betweens","australian alternative rock,australian rock,c86,dunedin sound","4HCubdy7diarb4KZo8etrq"
"2212","Rebecca Levy","","4nskIG5VkuYcUXhlSVDHaG"
"2213","Rose Royce","classic soul,disco,funk,motown,post-disco,quiet storm,soul,southern soul","1OxJzMLmR9l5zPLap9OxuO"
"2214","The Cowsills","bubblegum pop,classic garage rock,merseybeat,underground power pop","4ZSzroBNV7HzBDO9aohuF1"
"2215","Yazoo","new romantic,new wave,new wave pop,synthpop","1G1mX30GpUJqOr1QU2eBSs"
"2216","Tim Finn","classic nz pop,kiwi rock,nz singer-songwriter,solo wave","6OIoPLnbAe0U4k1NFjqIyN"
"2217","The Quick","","5aZETKCwPFImGYeN6c7yV7"
"2218","LEN","canadian rock","0nyc9SZGLITSOJASmTZsnZ"
"2219","The Manhattan Transfer","a cappella,vocal jazz","2dogRElUKV20C2khRHqjRc"
"2220","Loreen","europop","49aaHxvAJ0tCh0F15OnwIl"
"2221","Debby Boone","bubblegum pop","1UkHCANZmdkKyVNvTLMrcJ"
"2222","Kelly Marie","hi-nrg","5lD4NOWjS7yf69zIK46Chy"
"2223","Sean Kingston","dance pop,miami hip hop,pop","6S0dmVVn4udvppDhZIWxCr"
"2224","Tubeway Army","early synthpop,new romantic,new wave,uk post-punk,zolo","6SXZyMIzYNNfZ3NFQc3vtv"
"2225","Sammi Smith","classic country pop,classic oklahoma country,nashville sound,outlaw country","5kZDCAD5zLelf8NYHoRSHS"
"2226","Neon Trees","modern rock,neo mellow,pop rock,pov: indie","0RpddSzUHfncUWNJXKOsjy"
"2227","Heinz","british invasion","52HYXSFgDARYgems1vx0sV"
"2228","J. Holiday","contemporary r&b,hip pop,r&b,southern hip hop,urban contemporary","7G6hXrjGpi6I7waNl4wxAk"
"2229","Switchfoot","ccm,christian alternative rock,christian music","6S58b0fr8TkWrEHOH4tRVu"
"2230","Guru Josh","","0GWezHEUuBQvQM31OaWlS7"
"2231","The Kingsmen","classic garage rock","2iIn8H3l2NNBNHFpYKWbfo"
"2232","Royal Philharmonic Orchestra conducted by Louis Clark","","4hzW2Vlxpq0gQRA6Dbqihj"
"2233","The Tourists","classic uk pop","4tHCrc4lQw3tYsbN8G9OW7"
"2234","Paul Lekakis","hi-nrg","5T5nmu5zNxNJHGdWMfcUkx"
"2235","Duane Eddy","rock-and-roll,rockabilly,surf music","1I5Cu7bqjkRg85idwYsD91"
"2236","Daughtry","alternative metal,neo mellow,pop rock,post-grunge","5P5FTygHyx2G57oszR3Wot"
"2237","Esther and Abi Ofarim","","3iT4BmP1R5s5xbC4y9NAAw"
"2238","Lasgo","belgian dance,belgian pop,eurodance","25Kw8f1zcn9VtUk5Nl3qrp"
"2239","Darryl Cotton","","4rCPd9isLuPNVZEZqdg0Xj"
"2240","Right Said Fred","","15ajdFAi5bjj5pS9laBfBL"
"2241","Jordie Ireland","","1fTCSmuwhEaa6J6Hjq8xmi"
"2242","Charlene","","52o9SO5Qt09Vr9bDCbTbmu"
"2243","Benedict","","1DYGOExwswVH3CxsnEnFFk"
"2244","Tiga","alternative dance,canadian electronic,dance-punk,electroclash,electronica,filter house,microhouse,minimal techno,new rave","5l9wiTZVfqQTfMDOt0HtwC"
"2245","Mark Holden","","0st2uLeud3MMdZNfZtISYq"
"2246","Martha and the Muffins","classic canadian rock,new wave pop","5nWbdgU2jcFSbrPV7EAoLK"
"2247","Edward Bear","classic canadian rock","5IVNNR05uQhrkBIogJtQD8"
"2248","John Martin","pop edm","2auikkNYqigWStoHWK1Grq"
"2249","Hunter Hayes","contemporary country,country,country road,modern country rock","7H6dkUChT5EoOQtUVMg4cN"
"2250","Sparks","glam rock,synthpop,zolo","7pwjGKaqnfkvS7eQbHaqyH"
"2251","Chain","australian rock","2hnvTF9jhYWs6iEWdmJ50b"
"2252","Jazmine Sullivan","hip pop,neo soul,r&b,urban contemporary","7gSjFKpVmDgC2MMsnN8CYq"
"2253","The Honeycombs","british invasion","2322gLwXvyJa6PejhOWQEH"
"2254","Highway to Hell","","3vE2xZG4i70fweJzQpZCRN"
"2255","Gramophonedzie","electro swing","7jHmmW2bBagmzr76ZJW8Bc"
"2256","Dirty Vegas","","2IkHcHKErbWa0TA14yHkbl"
"2257","Choirboys","australian rock","2u6qHMpQaE48aowjWKJeCM"
"2258","Loretta Lynn","classic country pop,country,country rock,nashville sound","1FE0rls8gfQT3laAeRYNgl"
"2259","Alex Edmonds","","5kDgW6kFF2iGCDuEkd7hNs"
"2260","Urge Overkill","alternative rock","5LEUigTSXpwrtERRcSW1N4"
"2261","James Freud","","3wJNz1PDSW0uM0IELOGE7U"
"2262","The Cardigans","lilith,new wave pop,permanent wave,pop rock,swedish pop","1tqZaCwM57UFKjWoYwMLrw"
"2263","28 Days","australian alternative rock,australian rock","0NXVGrFkPu0Cohh3BJV5Wx"
"2264","Jann Arden","canadian singer-songwriter,ectofolk,lilith","1aftUCES5zD5xXI7O9ZF9F"
"2265","Cornershop","britpop","3Kf7VEIRWquxrNIuyJZnfF"
"2266","Mike Curb Congregation","","3Ngmu4UfpEPwwnfEcIRz1t"
"2267","Alex Clare","modern alternative rock","5Tf4EH8tDvznnjULcFxkIl"
"2268","Midnight Juggernauts","alternative dance,dance-punk,electrofox,filter house,neo-synthpop,new rave","2tGIh9kwbXuko0z3BTldBx"
"2269","Zager & Evans","","55IyYO6fmYpYw6Nd4YF7bw"
"2270","Roger Miller","classic country pop,classic oklahoma country,nashville sound","1RP2UpEaRzkF0Id3JigqD8"
"2271","Bebe Rexha","dance pop,pop","64M6ah0SkkRsnPGtGiRAbb"
"2272","Vangelis","cyberpunk,synthesizer","4P70aqttdpJ9vuYFDmf7f6"
"2273","Allan Sherman","comic","1enLi8njBlk1YlDg44MtJm"
"2274","Jigsaw","classic uk pop","29NJ6VbDPYhqdXXANEwHc7"
"2275","The Marshall Tucker Band","album rock,classic rock,country rock,mellow gold,singer-songwriter,soft rock,southern rock","59QxeZBL6k9L4oJBGSyukd"
"2276","Joey Scarbury","yacht rock","5V9pNqcN25JXuH88g7lq2o"
"2277","Fugees, Ms. Lauryn Hill, Wyclef Jean, Pras","east coast hip hop,hip hop,neo soul,new jersey rap,alternative r&b,conscious hip hop,hip hop,neo soul,new jersey rap,r&b,rap kreyol,new jersey rap","2WKdxPFRD7IqZvlIAvhMgY"
"2278","Fastball","pop rock,post-grunge","7FtVJzRtpQpU61nBwB7cKN"
"2279","Black","","0eu0y7eJ5NMo07NEQEIq1V"
"2280","The Androids","northern irish punk","3gSQMc7SuKiKJRXXOfg1KZ"
"2281","Vic Dana","deep adult standards","26LmRGHptm85F27BZwOSt7"
